,Epl.,Kap.,Tit.,Ist 2023,Zweckbestimmung,ministries,id,id_nlp_help,id_nlp
2444,12,13,51401,1879778.34,"Verbrauchsmittel, Haltung von Fahrzeugen und dgl.",Bundesministerium für Digitales und Verkehr,514011213,Bundesministerium für Digitales und Verkehr einsdreifünfeinsviernulleins ,"Bundesministerium für Digitales und Verkehr einsdreifünfeinsviernulleins  Verbrauchsmittel, Haltung von Fahrzeugen und dgl."
2445,25,14,42729,1866832.82,"Entgelte für Arbeitskräfte mit befristeten Verträgen, sonstige Beschäftigungsentgelte (auch für Auszubildende) sowie Aufwendungen für nebenberuflich und nebenamtlich Tätige","Bundesministerium für Wohnen, Stadtentwicklung und Bauwesen",427292514,"Bundesministerium für Wohnen, Stadtentwicklung und Bauwesen einsviervierzweisiebenzweineun ","Bundesministerium für Wohnen, Stadtentwicklung und Bauwesen einsviervierzweisiebenzweineun  Entgelte für Arbeitskräfte mit befristeten Verträgen, sonstige Beschäftigungsentgelte (auch für Auszubildende) sowie Aufwendungen für nebenberuflich und nebenamtlich Tätige"
2446,8,1,18201,1863803.41,Tilgung aus Darlehen nach dem LAG,Bundesministerium der Finanzen,182010801,Bundesministerium der Finanzen nulleinseinsachtzweinulleins ,Bundesministerium der Finanzen nulleinseinsachtzweinulleins  Tilgung aus Darlehen nach dem LAG
2447,7,11,63257,1861852.09,Erstattungen des Bundes für Versorgungslasten,Bundesministerium der Justiz,632570711,Bundesministerium der Justiz einseinssechsdreizweifünfsieben ,Bundesministerium der Justiz einseinssechsdreizweifünfsieben  Erstattungen des Bundes für Versorgungslasten
2448,4,53,81201,1860462.2,"Erwerb von Geräten, Ausstattungs- und Ausrüstungsgegenständen für Verwaltungszwecke (ohne IT)",Bundeskanzler und Bundeskanzleramt,812010453,Bundeskanzler und Bundeskanzleramt fünfdreiachteinszweinulleins ,"Bundeskanzler und Bundeskanzleramt fünfdreiachteinszweinulleins  Erwerb von Geräten, Ausstattungs- und Ausrüstungsgegenständen für Verwaltungszwecke (ohne IT)"
2449,4,53,53999,1859769.1,Vermischte Verwaltungsausgaben,Bundeskanzler und Bundeskanzleramt,539990453,Bundeskanzler und Bundeskanzleramt fünfdreifünfdreineunneunneun ,Bundeskanzler und Bundeskanzleramt fünfdreifünfdreineunneunneun  Vermischte Verwaltungsausgaben
2451,12,13,51802,1855195.31,Mieten und Pachten im Zusammenhang mit dem Einheitlichen Liegenschaftsmanagement,Bundesministerium für Digitales und Verkehr,518021213,Bundesministerium für Digitales und Verkehr einsdreifünfeinsachtnullzwei ,Bundesministerium für Digitales und Verkehr einsdreifünfeinsachtnullzwei  Mieten und Pachten im Zusammenhang mit dem Einheitlichen Liegenschaftsmanagement
2452,11,16,51101,1848702.64,"Geschäftsbedarf und Kommunikation sowie Geräte, Ausstattungs- und Ausrüstungsgegenstände, sonstige Gebrauchsgegenstände, Software, Wartung",Bundesministerium für Arbeit und Soziales,511011116,Bundesministerium für Arbeit und Soziales einssechsfünfeinseinsnulleins ,"Bundesministerium für Arbeit und Soziales einssechsfünfeinseinsnulleins  Geschäftsbedarf und Kommunikation sowie Geräte, Ausstattungs- und Ausrüstungsgegenstände, sonstige Gebrauchsgegenstände, Software, Wartung"
2453,5,2,68713,1844883.74,Humanitäre Geste für die Opfer der Leningrad-Blockade,Auswärtiges Amt,687130502,Auswärtiges Amt nullzweisechsachtsiebeneinsdrei ,Auswärtiges Amt nullzweisechsachtsiebeneinsdrei  Humanitäre Geste für die Opfer der Leningrad-Blockade
2454,12,19,54711,1842356.07,Nicht aufteilbare sächliche Verwaltungsausgaben,Bundesministerium für Digitales und Verkehr,547111219,Bundesministerium für Digitales und Verkehr einsneunfünfviersiebeneinseins ,Bundesministerium für Digitales und Verkehr einsneunfünfviersiebeneinseins  Nicht aufteilbare sächliche Verwaltungsausgaben
2455,8,12,54401,1840976.96,"Forschung, Untersuchungen und Ähnliches",Bundesministerium der Finanzen,544010812,Bundesministerium der Finanzen einszweifünfvierviernulleins ,"Bundesministerium der Finanzen einszweifünfvierviernulleins  Forschung, Untersuchungen und Ähnliches"
2456,23,11,54501,1829965.49,"Konferenzen, Tagungen, Messen und Ausstellungen",Bundesministerium für wirtschaftliche Zusammenarbeit und Entwicklung,545012311,Bundesministerium für wirtschaftliche Zusammenarbeit und Entwicklung einseinsfünfvierfünfnulleins ,"Bundesministerium für wirtschaftliche Zusammenarbeit und Entwicklung einseinsfünfvierfünfnulleins  Konferenzen, Tagungen, Messen und Ausstellungen"
2457,5,14,53201,1825960.88,Aufträge und Dienstleistungen im Bereich Informationstechnik,Auswärtiges Amt,532010514,Auswärtiges Amt einsvierfünfdreizweinulleins ,Auswärtiges Amt einsvierfünfdreizweinulleins  Aufträge und Dienstleistungen im Bereich Informationstechnik
2458,12,15,53202,1825270.63,Behördenspezifische fachbezogene Verwaltungsausgaben (ohne IT),Bundesministerium für Digitales und Verkehr,532021215,Bundesministerium für Digitales und Verkehr einsfünffünfdreizweinullzwei ,Bundesministerium für Digitales und Verkehr einsfünffünfdreizweinullzwei  Behördenspezifische fachbezogene Verwaltungsausgaben (ohne IT)
2459,9,1,68314,1820876.2,F & E und Echtzeitdienste für die Maritime Sicherheit,Bundesministerium für Wirtschaft und Klimaschutz,683140901,Bundesministerium für Wirtschaft und Klimaschutz nulleinssechsachtdreieinsvier ,Bundesministerium für Wirtschaft und Klimaschutz nulleinssechsachtdreieinsvier  F & E und Echtzeitdienste für die Maritime Sicherheit
2460,6,28,54401,1815177.8,"Forschung, Untersuchungen und Ähnliches",Bundesministerium des Innern und für Heimat,544010628,Bundesministerium des Innern und für Heimat zweiachtfünfvierviernulleins ,"Bundesministerium des Innern und für Heimat zweiachtfünfvierviernulleins  Forschung, Untersuchungen und Ähnliches"
2461,16,13,11201,1809665.06,"Geldstrafen, Geldbußen und Gerichtskosten","Bundesministerium für Umwelt, Naturschutz, nukleare Sicherheit und Verbraucherschutz",112011613,"Bundesministerium für Umwelt, Naturschutz, nukleare Sicherheit und Verbraucherschutz einsdreieinseinszweinulleins ","Bundesministerium für Umwelt, Naturschutz, nukleare Sicherheit und Verbraucherschutz einsdreieinseinszweinulleins  Geldstrafen, Geldbußen und Gerichtskosten"
2462,6,34,12401,1807603.28,"Einnahmen aus Vermietung, Verpachtung und Nutzung",Bundesministerium des Innern und für Heimat,124010634,Bundesministerium des Innern und für Heimat dreiviereinszweiviernulleins ,"Bundesministerium des Innern und für Heimat dreiviereinszweiviernulleins  Einnahmen aus Vermietung, Verpachtung und Nutzung"
2463,11,13,51101,1807066.21,"Geschäftsbedarf und Kommunikation sowie Geräte, Ausstattungs- und Ausrüstungsgegenstände, sonstige Gebrauchsgegenstände, Software, Wartung",Bundesministerium für Arbeit und Soziales,511011113,Bundesministerium für Arbeit und Soziales einsdreifünfeinseinsnulleins ,"Bundesministerium für Arbeit und Soziales einsdreifünfeinseinsnulleins  Geschäftsbedarf und Kommunikation sowie Geräte, Ausstattungs- und Ausrüstungsgegenstände, sonstige Gebrauchsgegenstände, Software, Wartung"
2465,7,16,42801,1803520.47,Entgelte der Arbeitnehmerinnen und Arbeitnehmer,Bundesministerium der Justiz,428010716,Bundesministerium der Justiz einssechsvierzweiachtnulleins ,Bundesministerium der Justiz einssechsvierzweiachtnulleins  Entgelte der Arbeitnehmerinnen und Arbeitnehmer
2466,12,23,51802,1802416.8,Mieten und Pachten im Zusammenhang mit dem Einheitlichen Liegenschaftsmanagement,Bundesministerium für Digitales und Verkehr,518021223,Bundesministerium für Digitales und Verkehr zweidreifünfeinsachtnullzwei ,Bundesministerium für Digitales und Verkehr zweidreifünfeinsachtnullzwei  Mieten und Pachten im Zusammenhang mit dem Einheitlichen Liegenschaftsmanagement
2467,4,52,68412,1800000.0,"Projektförderung im Rahmen der deutschen Vereinigung und internationaler sowie nationaler Repräsentation, Milderung und Prävention von pandemiebedingten Notlagen",Bundeskanzler und Bundeskanzleramt,684120452,Bundeskanzler und Bundeskanzleramt fünfzweisechsachtviereinszwei ,"Bundeskanzler und Bundeskanzleramt fünfzweisechsachtviereinszwei  Projektförderung im Rahmen der deutschen Vereinigung und internationaler sowie nationaler Repräsentation, Milderung und Prävention von pandemiebedingten Notlagen"
2468,5,13,51802,1799226.81,Mieten und Pachten im Zusammenhang mit dem Einheitlichen Liegenschaftsmanagement,Auswärtiges Amt,518020513,Auswärtiges Amt einsdreifünfeinsachtnullzwei ,Auswärtiges Amt einsdreifünfeinsachtnullzwei  Mieten und Pachten im Zusammenhang mit dem Einheitlichen Liegenschaftsmanagement
2469,12,4,98103,1793697.45,Verrechnungsausgaben gemäß § 61 BHO außerhalb der Tit. 981 .1 und 981 .7,Bundesministerium für Digitales und Verkehr,981031204,Bundesministerium für Digitales und Verkehr nullvierneunachteinsnulldrei ,Bundesministerium für Digitales und Verkehr nullvierneunachteinsnulldrei  Verrechnungsausgaben gemäß § 61 BHO außerhalb der Tit. 981 .1 und 981 .7
2470,12,14,81201,1790903.06,"Erwerb von Geräten, Ausstattungs- und Ausrüstungsgegenständen für Verwaltungszwecke (ohne IT)",Bundesministerium für Digitales und Verkehr,812011214,Bundesministerium für Digitales und Verkehr einsvierachteinszweinulleins ,"Bundesministerium für Digitales und Verkehr einsvierachteinszweinulleins  Erwerb von Geräten, Ausstattungs- und Ausrüstungsgegenständen für Verwaltungszwecke (ohne IT)"
2471,6,3,89632,1789807.03,Leistungen zur Schaffung von Lebensgrundlagen für die deutschen Minderheiten,Bundesministerium des Innern und für Heimat,896320603,Bundesministerium des Innern und für Heimat nulldreiachtneunsechsdreizwei ,Bundesministerium des Innern und für Heimat nulldreiachtneunsechsdreizwei  Leistungen zur Schaffung von Lebensgrundlagen für die deutschen Minderheiten
2472,12,11,52703,1786803.26,Reisen in Angelegenheiten der Personalvertretungen und der Gleichstellungsbeauftragten sowie in Vertretung der Interessen schwerbehinderter Menschen,Bundesministerium für Digitales und Verkehr,527031211,Bundesministerium für Digitales und Verkehr einseinsfünfzweisiebennulldrei ,Bundesministerium für Digitales und Verkehr einseinsfünfzweisiebennulldrei  Reisen in Angelegenheiten der Personalvertretungen und der Gleichstellungsbeauftragten sowie in Vertretung der Interessen schwerbehinderter Menschen
2473,12,1,51822,1784802.41,Mieten und Pachten im Zusammenhang mit dem Einheitlichen Liegenschaftsmanagement,Bundesministerium für Digitales und Verkehr,518221201,Bundesministerium für Digitales und Verkehr nulleinsfünfeinsachtzweizwei ,Bundesministerium für Digitales und Verkehr nulleinsfünfeinsachtzweizwei  Mieten und Pachten im Zusammenhang mit dem Einheitlichen Liegenschaftsmanagement
2474,11,16,23606,1776129.95,"Erstattung der Aufwendungen für die Verwaltung des Innovationsfonds, des Strukturfonds und des Krankenhauszukunftsfonds",Bundesministerium für Arbeit und Soziales,236061116,Bundesministerium für Arbeit und Soziales einssechszweidreisechsnullsechs ,"Bundesministerium für Arbeit und Soziales einssechszweidreisechsnullsechs  Erstattung der Aufwendungen für die Verwaltung des Innovationsfonds, des Strukturfonds und des Krankenhauszukunftsfonds"
2475,6,28,63221,1774916.29,Auslandseinsätze im Rahmen des Gemeinschaftsverfahrens für Katastrophenschutz auf europäischer Ebene und im besonderen Interesse des Bundes,Bundesministerium des Innern und für Heimat,632210628,Bundesministerium des Innern und für Heimat zweiachtsechsdreizweizweieins ,Bundesministerium des Innern und für Heimat zweiachtsechsdreizweizweieins  Auslandseinsätze im Rahmen des Gemeinschaftsverfahrens für Katastrophenschutz auf europäischer Ebene und im besonderen Interesse des Bundes
2476,6,19,51802,1769427.01,Mieten und Pachten im Zusammenhang mit dem Einheitlichen Liegenschaftsmanagement,Bundesministerium des Innern und für Heimat,518020619,Bundesministerium des Innern und für Heimat einsneunfünfeinsachtnullzwei ,Bundesministerium des Innern und für Heimat einsneunfünfeinsachtnullzwei  Mieten und Pachten im Zusammenhang mit dem Einheitlichen Liegenschaftsmanagement
2478,12,2,89108,1767000.0,"Förderinitiative ""Elektrische Güterbahn""",Bundesministerium für Digitales und Verkehr,891081202,Bundesministerium für Digitales und Verkehr nullzweiachtneuneinsnullacht ,"Bundesministerium für Digitales und Verkehr nullzweiachtneuneinsnullacht  Förderinitiative ""Elektrische Güterbahn"""
2479,6,24,54401,1766981.83,"Forschung, Untersuchungen und Ähnliches",Bundesministerium des Innern und für Heimat,544010624,Bundesministerium des Innern und für Heimat zweivierfünfvierviernulleins ,"Bundesministerium des Innern und für Heimat zweivierfünfvierviernulleins  Forschung, Untersuchungen und Ähnliches"
2480,22,12,42201,1763886.93,Bezüge und Nebenleistungen der planmäßigen Beamtinnen und Beamten,Unabhängiger Kontrollrat,422012212,Unabhängiger Kontrollrat einszweivierzweizweinulleins ,Unabhängiger Kontrollrat einszweivierzweizweinulleins  Bezüge und Nebenleistungen der planmäßigen Beamtinnen und Beamten
2481,6,22,81201,1763005.57,"Erwerb von Geräten, Ausstattungs- und Ausrüstungsgegenständen für Verwaltungszwecke (ohne IT)",Bundesministerium des Innern und für Heimat,812010622,Bundesministerium des Innern und für Heimat zweizweiachteinszweinulleins ,"Bundesministerium des Innern und für Heimat zweizweiachteinszweinulleins  Erwerb von Geräten, Ausstattungs- und Ausrüstungsgegenständen für Verwaltungszwecke (ohne IT)"
2482,15,17,54731,1760559.9,Nicht aufteilbare sächliche Verwaltungsausgaben,Bundesministerium für Gesundheit,547311517,Bundesministerium für Gesundheit einssiebenfünfviersiebendreieins ,Bundesministerium für Gesundheit einssiebenfünfviersiebendreieins  Nicht aufteilbare sächliche Verwaltungsausgaben
2483,1,12,53204,1758449.35,Kosten aus Anlass von Staatsbesuchen und Reisen des Bundespräsidenten im Ausland,Bundespräsident und Bundespräsidialamt,532040112,Bundespräsident und Bundespräsidialamt einszweifünfdreizweinullvier ,Bundespräsident und Bundespräsidialamt einszweifünfdreizweinullvier  Kosten aus Anlass von Staatsbesuchen und Reisen des Bundespräsidenten im Ausland
2484,12,20,68607,1756250.0,Kostenerstattung für das Max-Planck-Institut Jena und das Institut für Umweltphysik der Universität Heidelberg (ICOS),Bundesministerium für Digitales und Verkehr,686071220,Bundesministerium für Digitales und Verkehr zweinullsechsachtsechsnullsieben ,Bundesministerium für Digitales und Verkehr zweinullsechsachtsechsnullsieben  Kostenerstattung für das Max-Planck-Institut Jena und das Institut für Umweltphysik der Universität Heidelberg (ICOS)
2485,30,4,68590,1753660.03,Konzeption und Aufbau von Großforschungszentren in der sächsischen Lausitz und im mitteldeutschen Revier,Bundesministerium für Bildung und Forschung,685903004,Bundesministerium für Bildung und Forschung nullviersechsachtfünfneunnull ,Bundesministerium für Bildung und Forschung nullviersechsachtfünfneunnull  Konzeption und Aufbau von Großforschungszentren in der sächsischen Lausitz und im mitteldeutschen Revier
2486,12,18,54711,1752900.78,Nicht aufteilbare sächliche Verwaltungsausgaben,Bundesministerium für Digitales und Verkehr,547111218,Bundesministerium für Digitales und Verkehr einsachtfünfviersiebeneinseins ,Bundesministerium für Digitales und Verkehr einsachtfünfviersiebeneinseins  Nicht aufteilbare sächliche Verwaltungsausgaben
2487,6,1,88222,1750000.0,"Zuwendungen für die Errichtung und Ausstattung von Sportstätten für die Biathlon-EM im Bayerischen Wald 2022, die Biathlon- und Rodel-WM in Oberhof 2023 und die Rennrodel-WM 2024",Bundesministerium des Innern und für Heimat,882220601,Bundesministerium des Innern und für Heimat nulleinsachtachtzweizweizwei ,"Bundesministerium des Innern und für Heimat nulleinsachtachtzweizweizwei  Zuwendungen für die Errichtung und Ausstattung von Sportstätten für die Biathlon-EM im Bayerischen Wald 2022, die Biathlon- und Rodel-WM in Oberhof 2023 und die Rennrodel-WM 2024"
2488,9,1,66232,1749030.98,Ausgaben zur Absicherung des Ausfallrisikos im Zusammenhang mit Darlehen zur Finanzierung der anteiligen Entwicklungskosten ziviler Luftfahrzeuge,Bundesministerium für Wirtschaft und Klimaschutz,662320901,Bundesministerium für Wirtschaft und Klimaschutz nulleinssechssechszweidreizwei ,Bundesministerium für Wirtschaft und Klimaschutz nulleinssechssechszweidreizwei  Ausgaben zur Absicherung des Ausfallrisikos im Zusammenhang mit Darlehen zur Finanzierung der anteiligen Entwicklungskosten ziviler Luftfahrzeuge
2489,6,28,53202,1747348.45,Behördenspezifische fachbezogene Verwaltungsausgaben (ohne IT),Bundesministerium des Innern und für Heimat,532020628,Bundesministerium des Innern und für Heimat zweiachtfünfdreizweinullzwei ,Bundesministerium des Innern und für Heimat zweiachtfünfdreizweinullzwei  Behördenspezifische fachbezogene Verwaltungsausgaben (ohne IT)
2490,16,8,11999,1745860.85,Vermischte Einnahmen,"Bundesministerium für Umwelt, Naturschutz, nukleare Sicherheit und Verbraucherschutz",119991608,"Bundesministerium für Umwelt, Naturschutz, nukleare Sicherheit und Verbraucherschutz nullachteinseinsneunneunneun ","Bundesministerium für Umwelt, Naturschutz, nukleare Sicherheit und Verbraucherschutz nullachteinseinsneunneunneun  Vermischte Einnahmen"
2491,3,12,51101,1744753.84,"Geschäftsbedarf und Kommunikation sowie Geräte, Ausstattungs- und Ausrüstungsgegenstände, sonstige Gebrauchsgegenstände, Software, Wartung",Bundesrat,511010312,Bundesrat einszweifünfeinseinsnulleins ,"Bundesrat einszweifünfeinseinsnulleins  Geschäftsbedarf und Kommunikation sowie Geräte, Ausstattungs- und Ausrüstungsgegenstände, sonstige Gebrauchsgegenstände, Software, Wartung"
