,Epl.,Kap.,Tit.,Ist 2016,Zweckbestimmung,ministries,2016 id,id_nlp_help,id_nlp,2016 Zweck,id
2717,16,16,42729,653643.59,"Entgelte für Arbeitskräfte mit befristeten Verträgen, sonstige Beschäftigungsentgelte (auch für Auszubildende) sowie Aufwendungen für nebenberuflich und nebenamtlich Tätige","Bundesministerium für Umwelt, Naturschutz, nukleare Sicherheit und Verbraucherschutz",427291616,"Bundesministerium für Umwelt, Naturschutz, nukleare Sicherheit und Verbraucherschutz einssechsvierzweisiebenzweineun ","Bundesministerium für Umwelt, Naturschutz, nukleare Sicherheit und Verbraucherschutz einssechsvierzweisiebenzweineun  Entgelte für Arbeitskräfte mit befristeten Verträgen, sonstige Beschäftigungsentgelte (auch für Auszubildende) sowie Aufwendungen für nebenberuflich und nebenamtlich Tätige","Bundesministerium für Umwelt, Naturschutz, nukleare Sicherheit und Verbraucherschutz",427191616.0
2718,6,14,52632,652930.32,"Sachverständige, Ausgaben für Mitglieder von Fachbeiräten und ähnlichen Ausschüssen",Bundesministerium des Innern und für Heimat,526320614,Bundesministerium des Innern und für Heimat einsvierfünfzweisechsdreizwei ,"Bundesministerium des Innern und für Heimat einsvierfünfzweisechsdreizwei  Sachverständige, Ausgaben für Mitglieder von Fachbeiräten und ähnlichen Ausschüssen",Bundesministerium des Innern und für Heimat,526320614.0
2722,12,1,11131,647839.16,"Gebühren, sonstige Entgelte",Bundesministerium für Digitales und Verkehr,111311201,Bundesministerium für Digitales und Verkehr nulleinseinseinseinsdreieins ,"Bundesministerium für Digitales und Verkehr nulleinseinseinseinsdreieins  Gebühren, sonstige Entgelte",Bundesministerium für Digitales und Verkehr,111011201.0
2723,16,7,66361,646994.39,Zuschüsse zur Deckung laufender Aufwendungen,"Bundesministerium für Umwelt, Naturschutz, nukleare Sicherheit und Verbraucherschutz",663611607,"Bundesministerium für Umwelt, Naturschutz, nukleare Sicherheit und Verbraucherschutz nullsiebensechssechsdreisechseins ","Bundesministerium für Umwelt, Naturschutz, nukleare Sicherheit und Verbraucherschutz nullsiebensechssechsdreisechseins  Zuschüsse zur Deckung laufender Aufwendungen","Bundesministerium für Umwelt, Naturschutz, nukleare Sicherheit und Verbraucherschutz",453011613.0
2724,10,18,42709,646061.89,"Entgelte für Arbeitskräfte mit befristeten Verträgen, sonstige Beschäftigungsentgelte (auch für Auszubildende) sowie Aufwendungen für nebenberuflich und nebenamtlich Tätige",Bundesministerium für Ernährung und Landwirtschaft,427091018,Bundesministerium für Ernährung und Landwirtschaft einsachtvierzweisiebennullneun ,"Bundesministerium für Ernährung und Landwirtschaft einsachtvierzweisiebennullneun  Entgelte für Arbeitskräfte mit befristeten Verträgen, sonstige Beschäftigungsentgelte (auch für Auszubildende) sowie Aufwendungen für nebenberuflich und nebenamtlich Tätige",Bundesministerium für Ernährung und Landwirtschaft,427091018.0
2725,7,10,51901,645232.68,Unterhaltung der Grundstücke und baulichen Anlagen,Bundesministerium der Justiz,519010710,Bundesministerium der Justiz einsnullfünfeinsneunnulleins ,Bundesministerium der Justiz einsnullfünfeinsneunnulleins  Unterhaltung der Grundstücke und baulichen Anlagen,Bundesministerium der Justiz,519010719.0
2726,12,2,89104,644886.54,Baukostenzuschüsse des Europäischen Fonds für regionale Entwicklung der Verkehrsinfrastruktur im Bereich der Eisenbahnen des Bundes,Bundesministerium für Digitales und Verkehr,891041202,Bundesministerium für Digitales und Verkehr nullzweiachtneuneinsnullvier ,Bundesministerium für Digitales und Verkehr nullzweiachtneuneinsnullvier  Baukostenzuschüsse des Europäischen Fonds für regionale Entwicklung der Verkehrsinfrastruktur im Bereich der Eisenbahnen des Bundes,,
2727,30,12,81201,644787.88,"Erwerb von Geräten, Ausstattungs- und Ausrüstungsgegenständen für Verwaltungszwecke (ohne IT)",Bundesministerium für Bildung und Forschung,812013012,Bundesministerium für Bildung und Forschung einszweiachteinszweinulleins ,"Bundesministerium für Bildung und Forschung einszweiachteinszweinulleins  Erwerb von Geräten, Ausstattungs- und Ausrüstungsgegenständen für Verwaltungszwecke (ohne IT)",Bundesministerium für Bildung und Forschung,812013012.0
2728,8,11,38107,644213.23,Leistungen von Bundesbehörden zur Durchführung von ressortübergreifenden Aufgaben,Bundesministerium der Finanzen,381070811,Bundesministerium der Finanzen einseinsdreiachteinsnullsieben ,Bundesministerium der Finanzen einseinsdreiachteinsnullsieben  Leistungen von Bundesbehörden zur Durchführung von ressortübergreifenden Aufgaben,Bundesministerium der Finanzen,381070811.0
2730,8,13,42202,643476.21,Bezüge und Nebenleistungen der beamteten Hilfskräfte,Bundesministerium der Finanzen,422020813,Bundesministerium der Finanzen einsdreivierzweizweinullzwei ,Bundesministerium der Finanzen einsdreivierzweizweinullzwei  Bezüge und Nebenleistungen der beamteten Hilfskräfte,Bundesministerium der Finanzen,422020813.0
2731,3,11,54201,642988.34,Öffentlichkeitsarbeit,Bundesrat,542010311,Bundesrat einseinsfünfvierzweinulleins ,Bundesrat einseinsfünfvierzweinulleins  Öffentlichkeitsarbeit,Bundesrat,542010311.0
2732,10,12,53999,640440.92,Vermischte Verwaltungsausgaben,Bundesministerium für Ernährung und Landwirtschaft,539991012,Bundesministerium für Ernährung und Landwirtschaft einszweifünfdreineunneunneun ,Bundesministerium für Ernährung und Landwirtschaft einszweifünfdreineunneunneun  Vermischte Verwaltungsausgaben,Bundesministerium für Ernährung und Landwirtschaft,539991012.0
2733,9,1,68313,638595.89,Steigerung der Wettbewerbsfähigkeit der maritimen Wirtschaft,Bundesministerium für Wirtschaft und Klimaschutz,683130901,Bundesministerium für Wirtschaft und Klimaschutz nulleinssechsachtdreieinsdrei ,Bundesministerium für Wirtschaft und Klimaschutz nulleinssechsachtdreieinsdrei  Steigerung der Wettbewerbsfähigkeit der maritimen Wirtschaft,Bundesministerium für Wirtschaft und Klimaschutz,683130901.0
2734,4,55,81201,636087.79,"Erwerb von Geräten, Ausstattungs- und Ausrüstungsgegenständen für Verwaltungszwecke (ohne IT)",Bundeskanzler und Bundeskanzleramt,812010455,Bundeskanzler und Bundeskanzleramt fünffünfachteinszweinulleins ,"Bundeskanzler und Bundeskanzleramt fünffünfachteinszweinulleins  Erwerb von Geräten, Ausstattungs- und Ausrüstungsgegenständen für Verwaltungszwecke (ohne IT)",Bundeskanzler und Bundeskanzleramt,812010452.0
2735,2,12,42202,634430.18,Bezüge und Nebenleistungen der beamteten Hilfskräfte,Deutscher Bundestag,422020212,Deutscher Bundestag einszweivierzweizweinullzwei ,Deutscher Bundestag einszweivierzweizweinullzwei  Bezüge und Nebenleistungen der beamteten Hilfskräfte,Deutscher Bundestag,422020212.0
2736,30,11,43157,633790.11,"Versorgungsbezüge der Bundesministerinnen und Bundesminister, sonstiger Amtsträger und deren Hinterbliebenen",Bundesministerium für Bildung und Forschung,431573011,Bundesministerium für Bildung und Forschung einseinsvierdreieinsfünfsieben ,"Bundesministerium für Bildung und Forschung einseinsvierdreieinsfünfsieben  Versorgungsbezüge der Bundesministerinnen und Bundesminister, sonstiger Amtsträger und deren Hinterbliebenen",Bundesministerium für Bildung und Forschung,431573011.0
2737,30,11,63257,633734.62,Erstattungen des Bundes für Versorgungslasten,Bundesministerium für Bildung und Forschung,632573011,Bundesministerium für Bildung und Forschung einseinssechsdreizweifünfsieben ,Bundesministerium für Bildung und Forschung einseinssechsdreizweifünfsieben  Erstattungen des Bundes für Versorgungslasten,Bundesministerium für Bildung und Forschung,632573011.0
2740,15,14,51701,632426.62,"Bewirtschaftung der Grundstücke, Gebäude und Räume",Bundesministerium für Gesundheit,517011514,Bundesministerium für Gesundheit einsvierfünfeinssiebennulleins ,"Bundesministerium für Gesundheit einsvierfünfeinssiebennulleins  Bewirtschaftung der Grundstücke, Gebäude und Räume",Bundesministerium für Gesundheit,517011513.0
2743,7,11,54501,631506.19,"Konferenzen, Tagungen, Messen und Ausstellungen",Bundesministerium der Justiz,545010711,Bundesministerium der Justiz einseinsfünfvierfünfnulleins ,"Bundesministerium der Justiz einseinsfünfvierfünfnulleins  Konferenzen, Tagungen, Messen und Ausstellungen",Bundesministerium der Justiz,545010711.0
2744,8,2,12401,631021.93,"Einnahmen aus Vermietung, Verpachtung und Nutzung",Bundesministerium der Finanzen,124010802,Bundesministerium der Finanzen nullzweieinszweiviernulleins ,"Bundesministerium der Finanzen nullzweieinszweiviernulleins  Einnahmen aus Vermietung, Verpachtung und Nutzung",Bundesministerium der Finanzen,124010802.0
2745,9,16,54751,630999.15,Nicht aufteilbare sächliche Verwaltungsausgaben,Bundesministerium für Wirtschaft und Klimaschutz,547510916,Bundesministerium für Wirtschaft und Klimaschutz einssechsfünfviersiebenfünfeins ,Bundesministerium für Wirtschaft und Klimaschutz einssechsfünfviersiebenfünfeins  Nicht aufteilbare sächliche Verwaltungsausgaben,Bundesministerium für Wirtschaft und Klimaschutz,547510916.0
2746,6,3,68461,630602.96,Resettlement und Leistungen im Rahmen der humanitären Aufnahme,Bundesministerium des Innern und für Heimat,684610603,Bundesministerium des Innern und für Heimat nulldreisechsachtviersechseins ,Bundesministerium des Innern und für Heimat nulldreisechsachtviersechseins  Resettlement und Leistungen im Rahmen der humanitären Aufnahme,Bundesministerium des Innern und für Heimat,684610603.0
2747,2,12,52501,630161.2,Aus- und Fortbildung,Deutscher Bundestag,525010212,Deutscher Bundestag einszweifünfzweifünfnulleins ,Deutscher Bundestag einszweifünfzweifünfnulleins  Aus- und Fortbildung,Deutscher Bundestag,525010212.0
2750,6,34,42211,623308.76,Bezüge und Nebenleistungen der planmäßigen Beamtinnen und Beamten,Bundesministerium des Innern und für Heimat,422110634,Bundesministerium des Innern und für Heimat dreiviervierzweizweieinseins ,Bundesministerium des Innern und für Heimat dreiviervierzweizweieinseins  Bezüge und Nebenleistungen der planmäßigen Beamtinnen und Beamten,Bundesministerium des Innern und für Heimat,422110634.0
2752,4,53,51401,620991.55,"Verbrauchsmittel, Haltung von Fahrzeugen und dgl.",Bundeskanzler und Bundeskanzleramt,514010453,Bundeskanzler und Bundeskanzleramt fünfdreifünfeinsviernulleins ,"Bundeskanzler und Bundeskanzleramt fünfdreifünfeinsviernulleins  Verbrauchsmittel, Haltung von Fahrzeugen und dgl.",Bundeskanzler und Bundeskanzleramt,514010453.0
2753,4,51,42401,618595.52,Zuführung an die Versorgungsrücklage,Bundeskanzler und Bundeskanzleramt,424010451,Bundeskanzler und Bundeskanzleramt fünfeinsvierzweiviernulleins ,Bundeskanzler und Bundeskanzleramt fünfeinsvierzweiviernulleins  Zuführung an die Versorgungsrücklage,Bundeskanzler und Bundeskanzleramt,424010451.0
2754,11,12,13201,618369.36,Erlöse aus der Veräußerung von beweglichen Sachen,Bundesministerium für Arbeit und Soziales,132011112,Bundesministerium für Arbeit und Soziales einszweieinsdreizweinulleins ,Bundesministerium für Arbeit und Soziales einszweieinsdreizweinulleins  Erlöse aus der Veräußerung von beweglichen Sachen,Bundesministerium für Arbeit und Soziales,132011112.0
2756,2,12,42203,617956.26,Bezüge der Anwärterinnen und Anwärter sowie Nebenleistungen der Beamtinnen und Beamten auf Widerruf im Vorbereitungsdienst,Deutscher Bundestag,422030212,Deutscher Bundestag einszweivierzweizweinulldrei ,Deutscher Bundestag einszweivierzweizweinulldrei  Bezüge der Anwärterinnen und Anwärter sowie Nebenleistungen der Beamtinnen und Beamten auf Widerruf im Vorbereitungsdienst,Deutscher Bundestag,422030212.0
2757,11,13,42739,617704.78,"Entgelte für Arbeitskräfte mit befristeten Verträgen, sonstige Beschäftigungsentgelte (auch für Auszubildende) sowie Aufwendungen für nebenberuflich und nebenamtlich Tätige",Bundesministerium für Arbeit und Soziales,427391113,Bundesministerium für Arbeit und Soziales einsdreivierzweisiebendreineun ,"Bundesministerium für Arbeit und Soziales einsdreivierzweisiebendreineun  Entgelte für Arbeitskräfte mit befristeten Verträgen, sonstige Beschäftigungsentgelte (auch für Auszubildende) sowie Aufwendungen für nebenberuflich und nebenamtlich Tätige",Bundesministerium für Arbeit und Soziales,427391113.0
2758,4,11,43157,617269.79,"Versorgungsbezüge der Bundeskanzler, Bundesministerinnen und Bundesminister, sonstiger Amtsträger und deren Hinterbliebenen",Bundeskanzler und Bundeskanzleramt,431570411,Bundeskanzler und Bundeskanzleramt einseinsvierdreieinsfünfsieben ,"Bundeskanzler und Bundeskanzleramt einseinsvierdreieinsfünfsieben  Versorgungsbezüge der Bundeskanzler, Bundesministerinnen und Bundesminister, sonstiger Amtsträger und deren Hinterbliebenen",Bundeskanzler und Bundeskanzleramt,431570411.0
2759,15,14,23601,616662.61,Kosten der Datentransparenz gem. § 303a Abs. 1 SGB V,Bundesministerium für Gesundheit,236011514,Bundesministerium für Gesundheit einsvierzweidreisechsnulleins ,Bundesministerium für Gesundheit einsvierzweidreisechsnulleins  Kosten der Datentransparenz gem. § 303a Abs. 1 SGB V,Bundesministerium für Gesundheit,236011516.0
2760,8,13,12501,615971.49,Einnahmen aus der Abgabe von Verpflegung,Bundesministerium der Finanzen,125010813,Bundesministerium der Finanzen einsdreieinszweifünfnulleins ,Bundesministerium der Finanzen einsdreieinszweifünfnulleins  Einnahmen aus der Abgabe von Verpflegung,Bundesministerium der Finanzen,125010813.0
2761,12,12,42101,614584.72,Bezüge des Bundesministers und der Parlamentarischen Staatssekretärin und der Parlamentarischen Staatssekretäre,Bundesministerium für Digitales und Verkehr,421011212,Bundesministerium für Digitales und Verkehr einszweivierzweieinsnulleins ,Bundesministerium für Digitales und Verkehr einszweivierzweieinsnulleins  Bezüge des Bundesministers und der Parlamentarischen Staatssekretärin und der Parlamentarischen Staatssekretäre,Bundesministerium für Digitales und Verkehr,421011212.0
2762,15,15,42831,614466.11,Entgelte der Arbeitnehmerinnen und Arbeitnehmer,Bundesministerium für Gesundheit,428311515,Bundesministerium für Gesundheit einsfünfvierzweiachtdreieins ,Bundesministerium für Gesundheit einsfünfvierzweiachtdreieins  Entgelte der Arbeitnehmerinnen und Arbeitnehmer,Bundesministerium für Gesundheit,428311515.0
2763,16,6,89334,612000.0,Zuschüsse für Investitionen,"Bundesministerium für Umwelt, Naturschutz, nukleare Sicherheit und Verbraucherschutz",893341606,"Bundesministerium für Umwelt, Naturschutz, nukleare Sicherheit und Verbraucherschutz nullsechsachtneundreidreivier ","Bundesministerium für Umwelt, Naturschutz, nukleare Sicherheit und Verbraucherschutz nullsechsachtneundreidreivier  Zuschüsse für Investitionen",,
2765,6,3,68402,611452.09,"Förderung der Arbeit von Minderheitengremien, des Minderheitensekretariats, nationale und internationale Veranstaltungen mit Minderheitenbezug",Bundesministerium des Innern und für Heimat,684020603,Bundesministerium des Innern und für Heimat nulldreisechsachtviernullzwei ,"Bundesministerium des Innern und für Heimat nulldreisechsachtviernullzwei  Förderung der Arbeit von Minderheitengremien, des Minderheitensekretariats, nationale und internationale Veranstaltungen mit Minderheitenbezug",Bundesministerium des Innern und für Heimat,896320603.0
2766,6,12,42811,610095.16,Entgelte der Arbeitnehmerinnen und Arbeitnehmer,Bundesministerium des Innern und für Heimat,428110612,Bundesministerium des Innern und für Heimat einszweivierzweiachteinseins ,Bundesministerium des Innern und für Heimat einszweivierzweiachteinseins  Entgelte der Arbeitnehmerinnen und Arbeitnehmer,Bundesministerium des Innern und für Heimat,428110612.0
2767,6,11,23256,609451.67,Beteiligung an den Versorgungslasten des Bundes,Bundesministerium des Innern und für Heimat,232560611,Bundesministerium des Innern und für Heimat einseinszweidreizweifünfsechs ,Bundesministerium des Innern und für Heimat einseinszweidreizweifünfsechs  Beteiligung an den Versorgungslasten des Bundes,,
2768,17,2,68606,608888.52,Beitrag zum Deutsch-Griechischen Jugendwerk,"Bundesministerium für Familie, Senioren, Frauen und Jugend",686061702,"Bundesministerium für Familie, Senioren, Frauen und Jugend nullzweisechsachtsechsnullsechs ","Bundesministerium für Familie, Senioren, Frauen und Jugend nullzweisechsachtsechsnullsechs  Beitrag zum Deutsch-Griechischen Jugendwerk","Bundesministerium für Familie, Senioren, Frauen und Jugend",686061702.0
2769,7,1,68601,607554.88,Förderung von Innovationen im Bereich des Verbraucherschutzes,Bundesministerium der Justiz,686010701,Bundesministerium der Justiz nulleinssechsachtsechsnulleins ,Bundesministerium der Justiz nulleinssechsachtsechsnulleins  Förderung von Innovationen im Bereich des Verbraucherschutzes,,
