,index,Epl.,Kap.,Tit.,Ist 2020,Zweckbestimmung,ministries,2020 id,id_nlp_help,id_nlp,2020 Zweck,id
2490,4285,16,13,38101,1218476.19,Leistungen von Bundesbehörden zur Durchführung von Aufträgen,"Bundesministerium für Umwelt, Naturschutz, nukleare Sicherheit und Verbraucherschutz",381011613,"Bundesministerium für Umwelt, Naturschutz, nukleare Sicherheit und Verbraucherschutz einsdreidreiachteinsnulleins ","Bundesministerium für Umwelt, Naturschutz, nukleare Sicherheit und Verbraucherschutz einsdreidreiachteinsnulleins  Leistungen von Bundesbehörden zur Durchführung von Aufträgen",Leistungen von Bundesbehörden zur Durchführung von Aufträgen,381011613.0
2492,2765,11,12,71201,1212000.0,Baumaßnahmen von mehr als 2 000 000 € im Einzelfall,Bundesministerium für Arbeit und Soziales,712011112,Bundesministerium für Arbeit und Soziales einszweisiebeneinszweinulleins ,Bundesministerium für Arbeit und Soziales einszweisiebeneinszweinulleins  Baumaßnahmen von mehr als 2 000 000 € im Einzelfall,,
2493,3674,14,3,53401,1208876.57,Sonstige Ausgaben zur Förderung des Sports,Bundesministerium der Verteidigung,534011403,Bundesministerium der Verteidigung nulldreifünfdreiviernulleins ,Bundesministerium der Verteidigung nulldreifünfdreiviernulleins  Sonstige Ausgaben zur Förderung des Sports,Sonstige Ausgaben zur Förderung des Sports,534011403.0
2494,1674,7,19,53999,1206706.01,Vermischte Verwaltungsausgaben,Bundesministerium der Justiz,539990719,Bundesministerium der Justiz einsneunfünfdreineunneunneun ,Bundesministerium der Justiz einsneunfünfdreineunneunneun  Vermischte Verwaltungsausgaben,Vermischte Verwaltungsausgaben,539990719.0
2495,4194,16,1,88303,1205071.3,Kommunale Modellvorhaben zur Umsetzung der ökologischen Nachhaltigkeitsziele in Strukturwandelregionen,"Bundesministerium für Umwelt, Naturschutz, nukleare Sicherheit und Verbraucherschutz",883031601,"Bundesministerium für Umwelt, Naturschutz, nukleare Sicherheit und Verbraucherschutz nulleinsachtachtdreinulldrei ","Bundesministerium für Umwelt, Naturschutz, nukleare Sicherheit und Verbraucherschutz nulleinsachtachtdreinulldrei  Kommunale Modellvorhaben zur Umsetzung der ökologischen Nachhaltigkeitsziele in Strukturwandelregionen",Kommunale Modellvorhaben zur Umsetzung der ökologischen Nachhaltigkeitsziele in Strukturwandelregionen,883031601.0
2496,810,6,3,68502,1204362.78,"Unterstützung von Maßnahmen der Vertriebenen zur Förderung des friedlichen Miteinanders mit den Völkern Ostmittel-, Ost- und Südosteuropas",Bundesministerium des Innern und für Heimat,685020603,Bundesministerium des Innern und für Heimat nulldreisechsachtfünfnullzwei ,"Bundesministerium des Innern und für Heimat nulldreisechsachtfünfnullzwei  Unterstützung von Maßnahmen der Vertriebenen zur Förderung des friedlichen Miteinanders mit den Völkern Ostmittel-, Ost- und Südosteuropas","Unterstützung von Maßnahmen der Vertriebenen zur Förderung des friedlichen Miteinanders mit den Völkern Ostmittel-, Ost- und Südosteuropas",685020603.0
2497,2649,11,3,63231,1203886.16,"Fürsorgerische Leistungen für Berechtigte nach dem HHG, dem StrRehaG und VwRehaG",Bundesministerium für Arbeit und Soziales,632311103,Bundesministerium für Arbeit und Soziales nulldreisechsdreizweidreieins ,"Bundesministerium für Arbeit und Soziales nulldreisechsdreizweidreieins  Fürsorgerische Leistungen für Berechtigte nach dem HHG, dem StrRehaG und VwRehaG","Fürsorgerische Leistungen für Berechtigte nach dem HHG, dem StrRehaG und VwRehaG",632311103.0
2498,1582,7,15,11101,1200737.67,"Gebühren, sonstige Entgelte",Bundesministerium der Justiz,111010715,Bundesministerium der Justiz einsfünfeinseinseinsnulleins ,"Bundesministerium der Justiz einsfünfeinseinseinsnulleins  Gebühren, sonstige Entgelte","Gebühren, sonstige Entgelte",111010715.0
2502,2344,10,6,68701,1198101.4,Maßnahmen zur Verstärkung der Außenhandelsbeziehungen im Agrar- und Ernährungsbereich,Bundesministerium für Ernährung und Landwirtschaft,687011006,Bundesministerium für Ernährung und Landwirtschaft nullsechssechsachtsiebennulleins ,Bundesministerium für Ernährung und Landwirtschaft nullsechssechsachtsiebennulleins  Maßnahmen zur Verstärkung der Außenhandelsbeziehungen im Agrar- und Ernährungsbereich,Maßnahmen zur Verstärkung der Außenhandelsbeziehungen im Agrar- und Ernährungsbereich,687011006.0
2503,1587,7,15,42202,1197356.53,Bezüge und Nebenleistungen der beamteten Hilfskräfte,Bundesministerium der Justiz,422020715,Bundesministerium der Justiz einsfünfvierzweizweinullzwei ,Bundesministerium der Justiz einsfünfvierzweizweinullzwei  Bezüge und Nebenleistungen der beamteten Hilfskräfte,Bezüge und Nebenleistungen der beamteten Hilfskräfte,422020715.0
2504,60,2,11,43457,1196200.6,Zuführung an die Versorgungsrücklage,Deutscher Bundestag,434570211,Deutscher Bundestag einseinsvierdreivierfünfsieben ,Deutscher Bundestag einseinsvierdreivierfünfsieben  Zuführung an die Versorgungsrücklage,Zuführung an die Versorgungsrücklage,434570211.0
2505,3231,12,13,51801,1194744.55,Mieten und Pachten,Bundesministerium für Digitales und Verkehr,518011213,Bundesministerium für Digitales und Verkehr einsdreifünfeinsachtnulleins ,Bundesministerium für Digitales und Verkehr einsdreifünfeinsachtnulleins  Mieten und Pachten,Mieten und Pachten,518011213.0
2506,557,5,4,68714,1192771.39,Sonstige Maßnahmen,Auswärtiges Amt,687140504,Auswärtiges Amt nullviersechsachtsiebeneinsvier ,Auswärtiges Amt nullviersechsachtsiebeneinsvier  Sonstige Maßnahmen,Sonstige Maßnahmen,687140504.0
2508,1423,6,34,12401,1190365.87,"Einnahmen aus Vermietung, Verpachtung und Nutzung",Bundesministerium des Innern und für Heimat,124010634,Bundesministerium des Innern und für Heimat dreiviereinszweiviernulleins ,"Bundesministerium des Innern und für Heimat dreiviereinszweiviernulleins  Einnahmen aus Vermietung, Verpachtung und Nutzung","Einnahmen aus Vermietung, Verpachtung und Nutzung",124010634.0
2509,24,1,12,42709,1188253.98,"Entgelte für Arbeitskräfte mit befristeten Verträgen, sonstige Beschäftigungsentgelte (auch für Auszubildende) sowie Aufwendungen für nebenberuflich und nebenamtlich Tätige",Bundespräsident und Bundespräsidialamt,427090112,Bundespräsident und Bundespräsidialamt einszweivierzweisiebennullneun ,"Bundespräsident und Bundespräsidialamt einszweivierzweisiebennullneun  Entgelte für Arbeitskräfte mit befristeten Verträgen, sonstige Beschäftigungsentgelte (auch für Auszubildende) sowie Aufwendungen für nebenberuflich und nebenamtlich Tätige","Entgelte für Arbeitskräfte mit befristeten Verträgen, sonstige Beschäftigungsentgelte (auch für Auszubildende) sowie Aufwendungen für nebenberuflich und nebenamtlich Tätige",427090112.0
2510,3679,14,3,81203,1187947.67,Erwerb von Turn- und Sportgerät,Bundesministerium der Verteidigung,812031403,Bundesministerium der Verteidigung nulldreiachteinszweinulldrei ,Bundesministerium der Verteidigung nulldreiachteinszweinulldrei  Erwerb von Turn- und Sportgerät,Erwerb von Turn- und Sportgerät,812031403.0
2511,3112,12,10,53401,1187000.0,Ausgleichszahlungen des Bundes aus Forderungsverkauf,Bundesministerium für Digitales und Verkehr,534011210,Bundesministerium für Digitales und Verkehr einsnullfünfdreiviernulleins ,Bundesministerium für Digitales und Verkehr einsnullfünfdreiviernulleins  Ausgleichszahlungen des Bundes aus Forderungsverkauf,Ausgleichszahlungen des Bundes aus Forderungsverkauf,534011210.0
2512,1226,6,24,38103,1183347.58,Verrechnungseinnahmen gemäß § 61 BHO außerhalb der Tit. 381 .1 und 381 .7,Bundesministerium des Innern und für Heimat,381030624,Bundesministerium des Innern und für Heimat zweivierdreiachteinsnulldrei ,Bundesministerium des Innern und für Heimat zweivierdreiachteinsnulldrei  Verrechnungseinnahmen gemäß § 61 BHO außerhalb der Tit. 381 .1 und 381 .7,Verrechnungseinnahmen gemäß § 61 BHO außerhalb der Tit. 381 .1 und 381 .7,381030614.0
2513,830,6,3,68122,1173330.58,Eingliederungshilfen und Unterstützungsleistungen,Bundesministerium des Innern und für Heimat,681220603,Bundesministerium des Innern und für Heimat nulldreisechsachteinszweizwei ,Bundesministerium des Innern und für Heimat nulldreisechsachteinszweizwei  Eingliederungshilfen und Unterstützungsleistungen,Eingliederungshilfen und Unterstützungsleistungen,681220603.0
2515,4719,23,10,54603,1170006.6,Ausgaben aus Anlass der deutschen EU-Ratspräsidentschaft 2020,Bundesministerium für wirtschaftliche Zusammenarbeit und Entwicklung,546032310,Bundesministerium für wirtschaftliche Zusammenarbeit und Entwicklung einsnullfünfviersechsnulldrei ,Bundesministerium für wirtschaftliche Zusammenarbeit und Entwicklung einsnullfünfviersechsnulldrei  Ausgaben aus Anlass der deutschen EU-Ratspräsidentschaft 2020,,
2516,1157,6,21,53201,1169788.39,Aufträge und Dienstleistungen im Bereich Informationstechnik,Bundesministerium des Innern und für Heimat,532010621,Bundesministerium des Innern und für Heimat zweieinsfünfdreizweinulleins ,Bundesministerium des Innern und für Heimat zweieinsfünfdreizweinulleins  Aufträge und Dienstleistungen im Bereich Informationstechnik,Aufträge und Dienstleistungen im Bereich Informationstechnik,532010620.0
2517,3515,12,21,12903,1169180.99,Erstattung von Ausgaben durch die EASA und durch Dritte,Bundesministerium für Digitales und Verkehr,129031221,Bundesministerium für Digitales und Verkehr zweieinseinszweineunnulldrei ,Bundesministerium für Digitales und Verkehr zweieinseinszweineunnulldrei  Erstattung von Ausgaben durch die EASA und durch Dritte,Erstattung von Ausgaben durch die EASA und durch Dritte,129031221.0
2518,939,6,11,54501,1167358.33,"Konferenzen, Tagungen, Messen und Ausstellungen",Bundesministerium des Innern und für Heimat,545010611,Bundesministerium des Innern und für Heimat einseinsfünfvierfünfnulleins ,"Bundesministerium des Innern und für Heimat einseinsfünfvierfünfnulleins  Konferenzen, Tagungen, Messen und Ausstellungen","Konferenzen, Tagungen, Messen und Ausstellungen",545010611.0
2520,3780,14,8,68601,1161378.79,Sonstige Zuschüsse für laufende Zwecke im Inland,Bundesministerium der Verteidigung,686011408,Bundesministerium der Verteidigung nullachtsechsachtsechsnulleins ,Bundesministerium der Verteidigung nullachtsechsachtsechsnulleins  Sonstige Zuschüsse für laufende Zwecke im Inland,Sonstige Zuschüsse für laufende Zwecke im Inland,686011408.0
2521,722,6,1,68511,1160000.0,"Zuschuss an die Stiftung ""Die Mitarbeit"" sowie an die ""Deutsche Gesellschaft e. V.""",Bundesministerium des Innern und für Heimat,685110601,Bundesministerium des Innern und für Heimat nulleinssechsachtfünfeinseins ,"Bundesministerium des Innern und für Heimat nulleinssechsachtfünfeinseins  Zuschuss an die Stiftung ""Die Mitarbeit"" sowie an die ""Deutsche Gesellschaft e. V.""","Zuschuss an die ""Stiftung Mitarbeit"" sowie an die ""Deutsche Gesellschaft e. V.""",685110601.0
2522,2767,11,12,81201,1157989.85,"Erwerb von Geräten, Ausstattungs- und Ausrüstungsgegenständen für Verwaltungszwecke (ohne IT)",Bundesministerium für Arbeit und Soziales,812011112,Bundesministerium für Arbeit und Soziales einszweiachteinszweinulleins ,"Bundesministerium für Arbeit und Soziales einszweiachteinszweinulleins  Erwerb von Geräten, Ausstattungs- und Ausrüstungsgegenständen für Verwaltungszwecke (ohne IT)","Erwerb von Geräten, Ausstattungs- und Ausrüstungsgegenständen für Verwaltungszwecke (ohne IT)",812011112.0
2523,430,4,53,68601,1155673.46,Aufarbeitung der NS-Vergangenheit zentraler Behörden,Bundeskanzler und Bundeskanzleramt,686010453,Bundeskanzler und Bundeskanzleramt fünfdreisechsachtsechsnulleins ,Bundeskanzler und Bundeskanzleramt fünfdreisechsachtsechsnulleins  Aufarbeitung der NS-Vergangenheit zentraler Behörden,,
2524,1739,8,10,68702,1153674.95,Beratungshilfe für das Ausland,Bundesministerium der Finanzen,687020810,Bundesministerium der Finanzen einsnullsechsachtsiebennullzwei ,Bundesministerium der Finanzen einsnullsechsachtsiebennullzwei  Beratungshilfe für das Ausland,Beratungshilfe für das Ausland,687020810.0
2527,816,6,3,68411,1149833.31,"Zuschüsse für laufende Zwecke an öffentliche, soziale und ähnliche Einrichtungen aus dem Europäischen Flüchtlingsfonds",Bundesministerium des Innern und für Heimat,684110603,Bundesministerium des Innern und für Heimat nulldreisechsachtviereinseins ,"Bundesministerium des Innern und für Heimat nulldreisechsachtviereinseins  Zuschüsse für laufende Zwecke an öffentliche, soziale und ähnliche Einrichtungen aus dem Europäischen Flüchtlingsfonds",,
2528,4273,16,12,53999,1146837.8,Vermischte Verwaltungsausgaben,"Bundesministerium für Umwelt, Naturschutz, nukleare Sicherheit und Verbraucherschutz",539991612,"Bundesministerium für Umwelt, Naturschutz, nukleare Sicherheit und Verbraucherschutz einszweifünfdreineunneunneun ","Bundesministerium für Umwelt, Naturschutz, nukleare Sicherheit und Verbraucherschutz einszweifünfdreineunneunneun  Vermischte Verwaltungsausgaben",Vermischte Verwaltungsausgaben,539991612.0
2529,835,6,3,89650,1146001.14,Zuwendungen zum Bau und zur Einrichtung von kulturellen und sozialen Investitionsmaßnahmen der deutschen Minderheit in Nordschleswig/Dänemark,Bundesministerium des Innern und für Heimat,896500603,Bundesministerium des Innern und für Heimat nulldreiachtneunsechsfünfnull ,Bundesministerium des Innern und für Heimat nulldreiachtneunsechsfünfnull  Zuwendungen zum Bau und zur Einrichtung von kulturellen und sozialen Investitionsmaßnahmen der deutschen Minderheit in Nordschleswig/Dänemark,Zuwendungen zum Bau und zur Einrichtung von kulturellen und sozialen Investitionsmaßnahmen der deutschen Minderheit in Nordschleswig/Dänemark,896500603.0
2530,3141,12,10,68614,1145059.26,Vorübergehende Beihilfen für Seelotsen zur Sicherung des Seelotswesens,Bundesministerium für Digitales und Verkehr,686141210,Bundesministerium für Digitales und Verkehr einsnullsechsachtsechseinsvier ,Bundesministerium für Digitales und Verkehr einsnullsechsachtsechseinsvier  Vorübergehende Beihilfen für Seelotsen zur Sicherung des Seelotswesens,,
2531,4545,17,15,54301,1142669.77,Veröffentlichungen und Fachinformationen,"Bundesministerium für Familie, Senioren, Frauen und Jugend",543011715,"Bundesministerium für Familie, Senioren, Frauen und Jugend einsfünffünfvierdreinulleins ","Bundesministerium für Familie, Senioren, Frauen und Jugend einsfünffünfvierdreinulleins  Veröffentlichungen und Fachinformationen",Veröffentlichungen und Fachinformationen,543011715.0
2532,881,6,4,89351,1141916.7,Pilotprojekte,Bundesministerium des Innern und für Heimat,893510604,Bundesministerium des Innern und für Heimat nullvierachtneundreifünfeins ,Bundesministerium des Innern und für Heimat nullvierachtneundreifünfeins  Pilotprojekte,,
2533,2027,9,12,51901,1140470.12,Unterhaltung der Grundstücke und baulichen Anlagen,Bundesministerium für Wirtschaft und Klimaschutz,519010912,Bundesministerium für Wirtschaft und Klimaschutz einszweifünfeinsneunnulleins ,Bundesministerium für Wirtschaft und Klimaschutz einszweifünfeinsneunnulleins  Unterhaltung der Grundstücke und baulichen Anlagen,Unterhaltung der Grundstücke und baulichen Anlagen,519010912.0
2534,3365,12,18,23203,1140012.81,Erstattung von Bauleitungsausgaben durch Bundesländer und sonstige Dritte,Bundesministerium für Digitales und Verkehr,232031218,Bundesministerium für Digitales und Verkehr einsachtzweidreizweinulldrei ,Bundesministerium für Digitales und Verkehr einsachtzweidreizweinulldrei  Erstattung von Bauleitungsausgaben durch Bundesländer und sonstige Dritte,Erstattung von Bauleitungsausgaben durch Bundesländer und sonstige Dritte,232031218.0
2536,3781,14,8,69801,1137620.18,Entschädigungen im Zusammenhang mit dem Bau und Betrieb von Flug- und Truppenübungsplätzen,Bundesministerium der Verteidigung,698011408,Bundesministerium der Verteidigung nullachtsechsneunachtnulleins ,Bundesministerium der Verteidigung nullachtsechsneunachtnulleins  Entschädigungen im Zusammenhang mit dem Bau und Betrieb von Flug- und Truppenübungsplätzen,Entschädigungen im Zusammenhang mit dem Bau und Betrieb von Flug- und Truppenübungsplätzen,698011408.0
2537,3954,15,11,43457,1135220.71,Zuführung an die Versorgungsrücklage,Bundesministerium für Gesundheit,434571511,Bundesministerium für Gesundheit einseinsvierdreivierfünfsieben ,Bundesministerium für Gesundheit einseinsvierdreivierfünfsieben  Zuführung an die Versorgungsrücklage,Zuführung an die Versorgungsrücklage,434571511.0
2538,3865,14,13,68701,1135155.47,"Betrieb von deutschen Grund-/Haupt-/Realschulen, deutschen Abteilungen an internationalen Schulen und deutschen Kindergärten im Ausland",Bundesministerium der Verteidigung,687011413,Bundesministerium der Verteidigung einsdreisechsachtsiebennulleins ,"Bundesministerium der Verteidigung einsdreisechsachtsiebennulleins  Betrieb von deutschen Grund-/Haupt-/Realschulen, deutschen Abteilungen an internationalen Schulen und deutschen Kindergärten im Ausland","Betrieb von deutschen Grund-/Haupt-/Realschulen, deutschen Abteilungen an internationalen Schulen und deutschen Kindergärten im Ausland",687011413.0
