,Epl.,Kap.,Tit.,Ist 2018,Zweckbestimmung,ministries,2018 id,id_nlp_help,id_nlp,2018 Zweck,id
3300,12,15,11999,312708.09,Vermischte Einnahmen,Bundesministerium für Digitales und Verkehr,119991215,Bundesministerium für Digitales und Verkehr einsfünfeinseinsneunneunneun ,Bundesministerium für Digitales und Verkehr einsfünfeinseinsneunneunneun  Vermischte Einnahmen,Bundesministerium für Digitales und Verkehr,119991215.0
3301,10,12,45301,312609.96,"Trennungsgeld, Fahrtkostenzuschüsse sowie Umzugskostenvergütungen",Bundesministerium für Ernährung und Landwirtschaft,453011012,Bundesministerium für Ernährung und Landwirtschaft einszweivierfünfdreinulleins ,"Bundesministerium für Ernährung und Landwirtschaft einszweivierfünfdreinulleins  Trennungsgeld, Fahrtkostenzuschüsse sowie Umzugskostenvergütungen",Bundesministerium für Ernährung und Landwirtschaft,453011012.0
3302,6,29,71101,312483.0,"Kleine Neu-, Um- und Erweiterungsbauten",Bundesministerium des Innern und für Heimat,711010629,Bundesministerium des Innern und für Heimat zweineunsiebeneinseinsnulleins ,"Bundesministerium des Innern und für Heimat zweineunsiebeneinseinsnulleins  Kleine Neu-, Um- und Erweiterungsbauten",Bundesministerium des Innern und für Heimat,711010629.0
3303,9,10,54403,312242.48,Maßnahmen zum Bürokratieabbau sowie zur Umsetzung der EU-Dienstleistungsrichtlinie,Bundesministerium für Wirtschaft und Klimaschutz,544030910,Bundesministerium für Wirtschaft und Klimaschutz einsnullfünfvierviernulldrei ,Bundesministerium für Wirtschaft und Klimaschutz einsnullfünfvierviernulldrei  Maßnahmen zum Bürokratieabbau sowie zur Umsetzung der EU-Dienstleistungsrichtlinie,Bundesministerium für Wirtschaft und Klimaschutz,544030910.0
3306,16,11,52703,306675.6,Reisen in Angelegenheiten der Personalvertretungen und der Gleichstellungsbeauftragten sowie in Vertretung der Interessen schwerbehinderter Menschen,"Bundesministerium für Umwelt, Naturschutz, nukleare Sicherheit und Verbraucherschutz",527031611,"Bundesministerium für Umwelt, Naturschutz, nukleare Sicherheit und Verbraucherschutz einseinsfünfzweisiebennulldrei ","Bundesministerium für Umwelt, Naturschutz, nukleare Sicherheit und Verbraucherschutz einseinsfünfzweisiebennulldrei  Reisen in Angelegenheiten der Personalvertretungen und der Gleichstellungsbeauftragten sowie in Vertretung der Interessen schwerbehinderter Menschen","Bundesministerium für Umwelt, Naturschutz, nukleare Sicherheit und Verbraucherschutz",527031611.0
3307,6,34,52701,306560.37,Dienstreisen,Bundesministerium des Innern und für Heimat,527010634,Bundesministerium des Innern und für Heimat dreivierfünfzweisiebennulleins ,Bundesministerium des Innern und für Heimat dreivierfünfzweisiebennulleins  Dienstreisen,,
3308,12,3,82101,306445.27,Ankauf von unbebauten Grundstücken,Bundesministerium für Digitales und Verkehr,821011203,Bundesministerium für Digitales und Verkehr nulldreiachtzweieinsnulleins ,Bundesministerium für Digitales und Verkehr nulldreiachtzweieinsnulleins  Ankauf von unbebauten Grundstücken,Bundesministerium für Digitales und Verkehr,821011203.0
3310,11,6,98103,305502.9,Verrechnungsausgaben gemäß § 61 BHO außerhalb der Tit. 981 .1 und 981 .7,Bundesministerium für Arbeit und Soziales,981031106,Bundesministerium für Arbeit und Soziales nullsechsneunachteinsnulldrei ,Bundesministerium für Arbeit und Soziales nullsechsneunachteinsnulldrei  Verrechnungsausgaben gemäß § 61 BHO außerhalb der Tit. 981 .1 und 981 .7,Bundesministerium für Arbeit und Soziales,981031106.0
3311,16,14,51401,303849.63,"Verbrauchsmittel, Haltung von Fahrzeugen und dgl.","Bundesministerium für Umwelt, Naturschutz, nukleare Sicherheit und Verbraucherschutz",514011614,"Bundesministerium für Umwelt, Naturschutz, nukleare Sicherheit und Verbraucherschutz einsvierfünfeinsviernulleins ","Bundesministerium für Umwelt, Naturschutz, nukleare Sicherheit und Verbraucherschutz einsvierfünfeinsviernulleins  Verbrauchsmittel, Haltung von Fahrzeugen und dgl.","Bundesministerium für Umwelt, Naturschutz, nukleare Sicherheit und Verbraucherschutz",514011614.0
3312,4,53,71101,303740.64,"Kleine Neu-, Um- und Erweiterungsbauten",Bundeskanzler und Bundeskanzleramt,711010453,Bundeskanzler und Bundeskanzleramt fünfdreisiebeneinseinsnulleins ,"Bundeskanzler und Bundeskanzleramt fünfdreisiebeneinseinsnulleins  Kleine Neu-, Um- und Erweiterungsbauten",Bundeskanzler und Bundeskanzleramt,711010453.0
3314,16,15,52701,301425.64,Dienstreisen,"Bundesministerium für Umwelt, Naturschutz, nukleare Sicherheit und Verbraucherschutz",527011615,"Bundesministerium für Umwelt, Naturschutz, nukleare Sicherheit und Verbraucherschutz einsfünffünfzweisiebennulleins ","Bundesministerium für Umwelt, Naturschutz, nukleare Sicherheit und Verbraucherschutz einsfünffünfzweisiebennulleins  Dienstreisen",,
3315,8,11,98107,301307.5,Leistungen an Bundesbehörden zur Durchführung von ressortübergreifenden Aufgaben,Bundesministerium der Finanzen,981070811,Bundesministerium der Finanzen einseinsneunachteinsnullsieben ,Bundesministerium der Finanzen einseinsneunachteinsnullsieben  Leistungen an Bundesbehörden zur Durchführung von ressortübergreifenden Aufgaben,Bundesministerium der Finanzen,981070811.0
3316,1,12,52701,301017.81,Dienstreisen,Bundespräsident und Bundespräsidialamt,527010112,Bundespräsident und Bundespräsidialamt einszweifünfzweisiebennulleins ,Bundespräsident und Bundespräsidialamt einszweifünfzweisiebennulleins  Dienstreisen,Bundespräsident und Bundespräsidialamt,527010112.0
3320,3,12,42202,299381.94,Bezüge und Nebenleistungen der beamteten Hilfskräfte,Bundesrat,422020312,Bundesrat einszweivierzweizweinullzwei ,Bundesrat einszweivierzweizweinullzwei  Bezüge und Nebenleistungen der beamteten Hilfskräfte,Deutscher Bundestag,422020216.0
3322,15,13,53201,298189.81,Aufträge und Dienstleistungen im Bereich Informationstechnik,Bundesministerium für Gesundheit,532011513,Bundesministerium für Gesundheit einsdreifünfdreizweinulleins ,Bundesministerium für Gesundheit einsdreifünfdreizweinulleins  Aufträge und Dienstleistungen im Bereich Informationstechnik,Bundesministerium für Gesundheit,532011513.0
3323,6,25,81213,297525.19,Erwerb von Sanitätsgerät,Bundesministerium des Innern und für Heimat,812130625,Bundesministerium des Innern und für Heimat zweifünfachteinszweieinsdrei ,Bundesministerium des Innern und für Heimat zweifünfachteinszweieinsdrei  Erwerb von Sanitätsgerät,Bundesministerium des Innern und für Heimat,812130625.0
3325,16,12,53999,296950.6,Vermischte Verwaltungsausgaben,"Bundesministerium für Umwelt, Naturschutz, nukleare Sicherheit und Verbraucherschutz",539991612,"Bundesministerium für Umwelt, Naturschutz, nukleare Sicherheit und Verbraucherschutz einszweifünfdreineunneunneun ","Bundesministerium für Umwelt, Naturschutz, nukleare Sicherheit und Verbraucherschutz einszweifünfdreineunneunneun  Vermischte Verwaltungsausgaben","Bundesministerium für Umwelt, Naturschutz, nukleare Sicherheit und Verbraucherschutz",539991612.0
3326,16,15,54401,296822.0,"Forschung, Untersuchungen und Ähnliches","Bundesministerium für Umwelt, Naturschutz, nukleare Sicherheit und Verbraucherschutz",544011615,"Bundesministerium für Umwelt, Naturschutz, nukleare Sicherheit und Verbraucherschutz einsfünffünfvierviernulleins ","Bundesministerium für Umwelt, Naturschutz, nukleare Sicherheit und Verbraucherschutz einsfünffünfvierviernulleins  Forschung, Untersuchungen und Ähnliches","Bundesministerium für Umwelt, Naturschutz, nukleare Sicherheit und Verbraucherschutz",544011615.0
3327,16,15,51801,296747.75,Mieten und Pachten,"Bundesministerium für Umwelt, Naturschutz, nukleare Sicherheit und Verbraucherschutz",518011615,"Bundesministerium für Umwelt, Naturschutz, nukleare Sicherheit und Verbraucherschutz einsfünffünfeinsachtnulleins ","Bundesministerium für Umwelt, Naturschutz, nukleare Sicherheit und Verbraucherschutz einsfünffünfeinsachtnulleins  Mieten und Pachten","Bundesministerium für Umwelt, Naturschutz, nukleare Sicherheit und Verbraucherschutz",518011615.0
3329,2,11,45202,295944.87,Unfallversicherung Bund und Bahn,Deutscher Bundestag,452020211,Deutscher Bundestag einseinsvierfünfzweinullzwei ,Deutscher Bundestag einseinsvierfünfzweinullzwei  Unfallversicherung Bund und Bahn,Deutscher Bundestag,452020211.0
3330,12,18,42202,295590.68,Bezüge und Nebenleistungen der beamteten Hilfskräfte,Bundesministerium für Digitales und Verkehr,422021218,Bundesministerium für Digitales und Verkehr einsachtvierzweizweinullzwei ,Bundesministerium für Digitales und Verkehr einsachtvierzweizweinullzwei  Bezüge und Nebenleistungen der beamteten Hilfskräfte,Bundesministerium für Digitales und Verkehr,422021218.0
3331,12,23,51701,294878.74,"Bewirtschaftung der Grundstücke, Gebäude und Räume",Bundesministerium für Digitales und Verkehr,517011223,Bundesministerium für Digitales und Verkehr zweidreifünfeinssiebennulleins ,"Bundesministerium für Digitales und Verkehr zweidreifünfeinssiebennulleins  Bewirtschaftung der Grundstücke, Gebäude und Räume",Bundesministerium für Digitales und Verkehr,517011223.0
3333,15,13,42251,292886.99,Bezüge und Nebenleistungen der planmäßigen Beamtinnen und Beamten,Bundesministerium für Gesundheit,422511513,Bundesministerium für Gesundheit einsdreivierzweizweifünfeins ,Bundesministerium für Gesundheit einsdreivierzweizweifünfeins  Bezüge und Nebenleistungen der planmäßigen Beamtinnen und Beamten,Bundesministerium für Gesundheit,422511513.0
3334,6,1,68651,291836.24,Europäische territoriale Zusammenarbeit in der Raumentwicklung,Bundesministerium des Innern und für Heimat,686510601,Bundesministerium des Innern und für Heimat nulleinssechsachtsechsfünfeins ,Bundesministerium des Innern und für Heimat nulleinssechsachtsechsfünfeins  Europäische territoriale Zusammenarbeit in der Raumentwicklung,,
3336,6,24,23201,290925.26,Entgelte für Teilnahme von Nicht-BKA-Angehörigen öffentlicher Verwaltungen an Aus- und Fortbildungslehrgängen des BKA,Bundesministerium des Innern und für Heimat,232010624,Bundesministerium des Innern und für Heimat zweivierzweidreizweinulleins ,Bundesministerium des Innern und für Heimat zweivierzweidreizweinulleins  Entgelte für Teilnahme von Nicht-BKA-Angehörigen öffentlicher Verwaltungen an Aus- und Fortbildungslehrgängen des BKA,Bundesministerium des Innern und für Heimat,232010624.0
3337,4,31,43457,290640.84,Zuführung an die Versorgungsrücklage,Bundeskanzler und Bundeskanzleramt,434570431,Bundeskanzler und Bundeskanzleramt dreieinsvierdreivierfünfsieben ,Bundeskanzler und Bundeskanzleramt dreieinsvierdreivierfünfsieben  Zuführung an die Versorgungsrücklage,Bundeskanzler und Bundeskanzleramt,434570431.0
3338,30,12,42202,290260.24,Bezüge und Nebenleistungen der beamteten Hilfskräfte,Bundesministerium für Bildung und Forschung,422023012,Bundesministerium für Bildung und Forschung einszweivierzweizweinullzwei ,Bundesministerium für Bildung und Forschung einszweivierzweizweinullzwei  Bezüge und Nebenleistungen der beamteten Hilfskräfte,Bundesministerium für Bildung und Forschung,422023012.0
3339,12,14,53201,288709.48,Aufträge und Dienstleistungen im Bereich Informationstechnik,Bundesministerium für Digitales und Verkehr,532011214,Bundesministerium für Digitales und Verkehr einsvierfünfdreizweinulleins ,Bundesministerium für Digitales und Verkehr einsvierfünfdreizweinulleins  Aufträge und Dienstleistungen im Bereich Informationstechnik,Bundesministerium für Digitales und Verkehr,532011214.0
3342,7,13,42709,286983.52,"Entgelte für Arbeitskräfte mit befristeten Verträgen, sonstige Beschäftigungsentgelte (auch für Auszubildende) sowie Aufwendungen für nebenberuflich und nebenamtlich Tätige",Bundesministerium der Justiz,427090713,Bundesministerium der Justiz einsdreivierzweisiebennullneun ,"Bundesministerium der Justiz einsdreivierzweisiebennullneun  Entgelte für Arbeitskräfte mit befristeten Verträgen, sonstige Beschäftigungsentgelte (auch für Auszubildende) sowie Aufwendungen für nebenberuflich und nebenamtlich Tätige",Bundesministerium der Justiz,427090713.0
3343,6,12,98103,286636.5,Verrechnungsausgaben gemäß § 61 BHO außerhalb der Tit. 981 .1 und 981 .7,Bundesministerium des Innern und für Heimat,981030612,Bundesministerium des Innern und für Heimat einszweineunachteinsnulldrei ,Bundesministerium des Innern und für Heimat einszweineunachteinsnulldrei  Verrechnungsausgaben gemäß § 61 BHO außerhalb der Tit. 981 .1 und 981 .7,Bundesministerium des Innern und für Heimat,981030612.0
3344,7,14,53999,285396.17,Vermischte Verwaltungsausgaben,Bundesministerium der Justiz,539990714,Bundesministerium der Justiz einsvierfünfdreineunneunneun ,Bundesministerium der Justiz einsvierfünfdreineunneunneun  Vermischte Verwaltungsausgaben,Bundesministerium der Justiz,539990714.0
3345,7,13,53999,284737.68,Vermischte Verwaltungsausgaben,Bundesministerium der Justiz,539990713,Bundesministerium der Justiz einsdreifünfdreineunneunneun ,Bundesministerium der Justiz einsdreifünfdreineunneunneun  Vermischte Verwaltungsausgaben,Bundesministerium der Justiz,539990713.0
3346,21,12,52701,284511.33,Dienstreisen,Der Bundesbeauftragte für den Datenschutz und die Informationsfreiheit,527012112,Der Bundesbeauftragte für den Datenschutz und die Informationsfreiheit einszweifünfzweisiebennulleins ,Der Bundesbeauftragte für den Datenschutz und die Informationsfreiheit einszweifünfzweisiebennulleins  Dienstreisen,Der Bundesbeauftragte für den Datenschutz und die Informationsfreiheit,527012112.0
3347,4,51,45202,284375.77,Unfallversicherung Bund und Bahn,Bundeskanzler und Bundeskanzleramt,452020451,Bundeskanzler und Bundeskanzleramt fünfeinsvierfünfzweinullzwei ,Bundeskanzler und Bundeskanzleramt fünfeinsvierfünfzweinullzwei  Unfallversicherung Bund und Bahn,Bundeskanzler und Bundeskanzleramt,452020451.0
3349,10,4,98103,284235.76,Verrechnungsausgaben gemäß § 61 BHO außerhalb der Tit. 981 .1 und 981 .7,Bundesministerium für Ernährung und Landwirtschaft,981031004,Bundesministerium für Ernährung und Landwirtschaft nullvierneunachteinsnulldrei ,Bundesministerium für Ernährung und Landwirtschaft nullvierneunachteinsnulldrei  Verrechnungsausgaben gemäß § 61 BHO außerhalb der Tit. 981 .1 und 981 .7,Bundesministerium für Ernährung und Landwirtschaft,981031004.0
3350,2,15,41104,284068.19,"Zuschuss zu den Kosten in Krankheits-, Pflege- und Geburtsfällen sowie Unterstützungen nach § 11 Europaabgeordnetengesetz",Deutscher Bundestag,411040215,Deutscher Bundestag einsfünfviereinseinsnullvier ,"Deutscher Bundestag einsfünfviereinseinsnullvier  Zuschuss zu den Kosten in Krankheits-, Pflege- und Geburtsfällen sowie Unterstützungen nach § 11 Europaabgeordnetengesetz",Deutscher Bundestag,411040215.0
3352,12,20,52721,283507.2,Dienstreisen,Bundesministerium für Digitales und Verkehr,527211220,Bundesministerium für Digitales und Verkehr zweinullfünfzweisiebenzweieins ,Bundesministerium für Digitales und Verkehr zweinullfünfzweisiebenzweieins  Dienstreisen,Bundesministerium für Digitales und Verkehr,527211220.0
3353,4,32,42709,283272.45,"Entgelte für Arbeitskräfte mit befristeten Verträgen, sonstige Beschäftigungsentgelte (auch für Auszubildende) sowie Aufwendungen für nebenberuflich und nebenamtlich Tätige",Bundeskanzler und Bundeskanzleramt,427090432,Bundeskanzler und Bundeskanzleramt dreizweivierzweisiebennullneun ,"Bundeskanzler und Bundeskanzleramt dreizweivierzweisiebennullneun  Entgelte für Arbeitskräfte mit befristeten Verträgen, sonstige Beschäftigungsentgelte (auch für Auszubildende) sowie Aufwendungen für nebenberuflich und nebenamtlich Tätige",Bundeskanzler und Bundeskanzleramt,427090432.0
3354,1,11,44101,280239.76,Beihilfen aufgrund der Beihilfevorschriften,Bundespräsident und Bundespräsidialamt,441010111,Bundespräsident und Bundespräsidialamt einseinsvierviereinsnulleins ,Bundespräsident und Bundespräsidialamt einseinsvierviereinsnulleins  Beihilfen aufgrund der Beihilfevorschriften,Bundespräsident und Bundespräsidialamt,441010111.0
3355,15,12,52501,279670.41,Aus- und Fortbildung,Bundesministerium für Gesundheit,525011512,Bundesministerium für Gesundheit einszweifünfzweifünfnulleins ,Bundesministerium für Gesundheit einszweifünfzweifünfnulleins  Aus- und Fortbildung,Bundesministerium für Gesundheit,525011512.0
