,index,Epl.,Kap.,Tit.,Ist 2023,Zweckbestimmung,ministries,id,id_nlp_help,id_nlp
3299,451,4,53,11101,580074.22,"Gebühren, sonstige Entgelte",Bundeskanzler und Bundeskanzleramt,045311101,Bundeskanzler und Bundeskanzleramt fünfdrei einseinseinsnulleins ,"Bundeskanzler und Bundeskanzleramt fünfdrei einseinseinsnulleins  Gebühren, sonstige Entgelte"
3301,4111,15,16,42851,578372.16,Entgelte der Arbeitnehmerinnen und Arbeitnehmer,Bundesministerium für Gesundheit,151642851,Bundesministerium für Gesundheit einssechs vierzweiachtfünfeins ,Bundesministerium für Gesundheit einssechs vierzweiachtfünfeins  Entgelte der Arbeitnehmerinnen und Arbeitnehmer
3302,2736,11,12,51801,578215.18,Mieten und Pachten,Bundesministerium für Arbeit und Soziales,111251801,Bundesministerium für Arbeit und Soziales einszwei fünfeinsachtnulleins ,Bundesministerium für Arbeit und Soziales einszwei fünfeinsachtnulleins  Mieten und Pachten
3303,1651,8,2,51901,576426.81,Unterhaltung der Grundstücke und baulichen Anlagen,Bundesministerium der Finanzen,080251901,Bundesministerium der Finanzen nullzwei fünfeinsneunnulleins ,Bundesministerium der Finanzen nullzwei fünfeinsneunnulleins  Unterhaltung der Grundstücke und baulichen Anlagen
3304,361,4,51,54501,576055.9,"Konferenzen, Tagungen, Messen und Ausstellungen",Bundeskanzler und Bundeskanzleramt,045154501,Bundeskanzler und Bundeskanzleramt fünfeins fünfvierfünfnulleins ,"Bundeskanzler und Bundeskanzleramt fünfeins fünfvierfünfnulleins  Konferenzen, Tagungen, Messen und Ausstellungen"
3306,4449,17,2,68602,575597.8,Beitrag zum Deutsch-Amerikanischen Jugendwerk,"Bundesministerium für Familie, Senioren, Frauen und Jugend",170268602,"Bundesministerium für Familie, Senioren, Frauen und Jugend nullzwei sechsachtsechsnullzwei ","Bundesministerium für Familie, Senioren, Frauen und Jugend nullzwei sechsachtsechsnullzwei  Beitrag zum Deutsch-Amerikanischen Jugendwerk"
3307,4237,16,8,68405,575000.0,Überregionale Maßnahmen im Interesse grenzüberschreitender und europäischer Angelegenheiten,"Bundesministerium für Umwelt, Naturschutz, nukleare Sicherheit und Verbraucherschutz",160868405,"Bundesministerium für Umwelt, Naturschutz, nukleare Sicherheit und Verbraucherschutz nullacht sechsachtviernullfünf ","Bundesministerium für Umwelt, Naturschutz, nukleare Sicherheit und Verbraucherschutz nullacht sechsachtviernullfünf  Überregionale Maßnahmen im Interesse grenzüberschreitender und europäischer Angelegenheiten"
3308,2536,10,17,63201,574400.0,Einrichtung und Betrieb einer zentralen Koordinierungs- und Kommunikationsstelle (KKS) der zentralen IT-Architektur für den gesundheitlichen Verbraucherschutz (ZITAgv),Bundesministerium für Ernährung und Landwirtschaft,101763201,Bundesministerium für Ernährung und Landwirtschaft einssieben sechsdreizweinulleins ,Bundesministerium für Ernährung und Landwirtschaft einssieben sechsdreizweinulleins  Einrichtung und Betrieb einer zentralen Koordinierungs- und Kommunikationsstelle (KKS) der zentralen IT-Architektur für den gesundheitlichen Verbraucherschutz (ZITAgv)
3309,1426,7,11,54201,573486.46,Öffentlichkeitsarbeit,Bundesministerium der Justiz,071154201,Bundesministerium der Justiz einseins fünfvierzweinulleins ,Bundesministerium der Justiz einseins fünfvierzweinulleins  Öffentlichkeitsarbeit
3310,4960,25,14,51801,573118.85,Mieten und Pachten,"Bundesministerium für Wohnen, Stadtentwicklung und Bauwesen",251451801,"Bundesministerium für Wohnen, Stadtentwicklung und Bauwesen einsvier fünfeinsachtnulleins ","Bundesministerium für Wohnen, Stadtentwicklung und Bauwesen einsvier fünfeinsachtnulleins  Mieten und Pachten"
3311,4031,15,13,81202,572507.7,"Erwerb von Anlagen, Geräten, Ausstattungs- und Ausrüstungsgegenständen sowie Software im Bereich Informationstechnik",Bundesministerium für Gesundheit,151381202,Bundesministerium für Gesundheit einsdrei achteinszweinullzwei ,"Bundesministerium für Gesundheit einsdrei achteinszweinullzwei  Erwerb von Anlagen, Geräten, Ausstattungs- und Ausrüstungsgegenständen sowie Software im Bereich Informationstechnik"
3313,3528,12,22,53201,569895.22,Aufträge und Dienstleistungen im Bereich Informationstechnik,Bundesministerium für Digitales und Verkehr,122253201,Bundesministerium für Digitales und Verkehr zweizwei fünfdreizweinulleins ,Bundesministerium für Digitales und Verkehr zweizwei fünfdreizweinulleins  Aufträge und Dienstleistungen im Bereich Informationstechnik
3314,1485,7,13,45301,569539.53,"Trennungsgeld, Fahrtkostenzuschüsse sowie Umzugskostenvergütungen",Bundesministerium der Justiz,071345301,Bundesministerium der Justiz einsdrei vierfünfdreinulleins ,"Bundesministerium der Justiz einsdrei vierfünfdreinulleins  Trennungsgeld, Fahrtkostenzuschüsse sowie Umzugskostenvergütungen"
3315,2720,11,11,54501,569242.91,"Konferenzen, Tagungen, Messen und Ausstellungen",Bundesministerium für Arbeit und Soziales,111154501,Bundesministerium für Arbeit und Soziales einseins fünfvierfünfnulleins ,"Bundesministerium für Arbeit und Soziales einseins fünfvierfünfnulleins  Konferenzen, Tagungen, Messen und Ausstellungen"
3316,3260,12,15,52501,567820.72,Aus- und Fortbildung,Bundesministerium für Digitales und Verkehr,121552501,Bundesministerium für Digitales und Verkehr einsfünf fünfzweifünfnulleins ,Bundesministerium für Digitales und Verkehr einsfünf fünfzweifünfnulleins  Aus- und Fortbildung
3317,3389,12,19,42221,567501.63,Bezüge und Nebenleistungen der planmäßigen Beamtinnen und Beamten,Bundesministerium für Digitales und Verkehr,121942221,Bundesministerium für Digitales und Verkehr einsneun vierzweizweizweieins ,Bundesministerium für Digitales und Verkehr einsneun vierzweizweizweieins  Bezüge und Nebenleistungen der planmäßigen Beamtinnen und Beamten
3318,346,4,51,54201,566801.12,Öffentlichkeitsarbeit,Bundeskanzler und Bundeskanzleramt,045154201,Bundeskanzler und Bundeskanzleramt fünfeins fünfvierzweinulleins ,Bundeskanzler und Bundeskanzleramt fünfeins fünfvierzweinulleins  Öffentlichkeitsarbeit
3319,340,4,32,53999,565839.95,Vermischte Verwaltungsausgaben,Bundeskanzler und Bundeskanzleramt,043253999,Bundeskanzler und Bundeskanzleramt dreizwei fünfdreineunneunneun ,Bundeskanzler und Bundeskanzleramt dreizwei fünfdreineunneunneun  Vermischte Verwaltungsausgaben
3321,1253,6,28,53207,562189.47,Aufbau des digitalisierten 360-Grad-Lagebilds für den Bevölkerungs- und Zivilschutz,Bundesministerium des Innern und für Heimat,062853207,Bundesministerium des Innern und für Heimat zweiacht fünfdreizweinullsieben ,Bundesministerium des Innern und für Heimat zweiacht fünfdreizweinullsieben  Aufbau des digitalisierten 360-Grad-Lagebilds für den Bevölkerungs- und Zivilschutz
3322,3126,12,11,38107,559988.01,Leistungen von Bundesbehörden zur Durchführung von ressortübergreifenden Aufgaben,Bundesministerium für Digitales und Verkehr,121138107,Bundesministerium für Digitales und Verkehr einseins dreiachteinsnullsieben ,Bundesministerium für Digitales und Verkehr einseins dreiachteinsnullsieben  Leistungen von Bundesbehörden zur Durchführung von ressortübergreifenden Aufgaben
3324,2102,9,15,71171,556781.73,"Kleine Neu-, Um- und Erweiterungsbauten",Bundesministerium für Wirtschaft und Klimaschutz,091571171,Bundesministerium für Wirtschaft und Klimaschutz einsfünf siebeneinseinssiebeneins ,"Bundesministerium für Wirtschaft und Klimaschutz einsfünf siebeneinseinssiebeneins  Kleine Neu-, Um- und Erweiterungsbauten"
3325,5116,30,12,38103,555952.7,Verrechnungseinnahmen gemäß § 61 BHO außerhalb der Tit. 381 .1 und 381 .7,Bundesministerium für Bildung und Forschung,301238103,Bundesministerium für Bildung und Forschung einszwei dreiachteinsnulldrei ,Bundesministerium für Bildung und Forschung einszwei dreiachteinsnulldrei  Verrechnungseinnahmen gemäß § 61 BHO außerhalb der Tit. 381 .1 und 381 .7
3326,4933,25,12,52701,555280.86,Dienstreisen,"Bundesministerium für Wohnen, Stadtentwicklung und Bauwesen",251252701,"Bundesministerium für Wohnen, Stadtentwicklung und Bauwesen einszwei fünfzweisiebennulleins ","Bundesministerium für Wohnen, Stadtentwicklung und Bauwesen einszwei fünfzweisiebennulleins  Dienstreisen"
3327,3810,14,12,42101,554473.78,"Bezüge der Bundesministerin, der Parlamentarischen Staatssekretärin und des Parlamentarischen Staatssekretärs",Bundesministerium der Verteidigung,141242101,Bundesministerium der Verteidigung einszwei vierzweieinsnulleins ,"Bundesministerium der Verteidigung einszwei vierzweieinsnulleins  Bezüge der Bundesministerin, der Parlamentarischen Staatssekretärin und des Parlamentarischen Staatssekretärs"
3328,2613,11,3,63201,554275.76,Badekuren in versorgungsfremden Kureinrichtungen,Bundesministerium für Arbeit und Soziales,110363201,Bundesministerium für Arbeit und Soziales nulldrei sechsdreizweinulleins ,Bundesministerium für Arbeit und Soziales nulldrei sechsdreizweinulleins  Badekuren in versorgungsfremden Kureinrichtungen
3329,4922,25,12,42101,553069.59,"Bezüge der Bundesministerin, der Parlamentarischen Staatssekretärin und des Parlamentarischen Staatssekretärs","Bundesministerium für Wohnen, Stadtentwicklung und Bauwesen",251242101,"Bundesministerium für Wohnen, Stadtentwicklung und Bauwesen einszwei vierzweieinsnulleins ","Bundesministerium für Wohnen, Stadtentwicklung und Bauwesen einszwei vierzweieinsnulleins  Bezüge der Bundesministerin, der Parlamentarischen Staatssekretärin und des Parlamentarischen Staatssekretärs"
3330,4839,25,1,53301,551941.37,Wohnungslosenberichterstattung nach § 8 WoBerichtsG - Entwicklung eines Nationalen Aktionsplans gegen Wohnungslosigkeit,"Bundesministerium für Wohnen, Stadtentwicklung und Bauwesen",250153301,"Bundesministerium für Wohnen, Stadtentwicklung und Bauwesen nulleins fünfdreidreinulleins ","Bundesministerium für Wohnen, Stadtentwicklung und Bauwesen nulleins fünfdreidreinulleins  Wohnungslosenberichterstattung nach § 8 WoBerichtsG - Entwicklung eines Nationalen Aktionsplans gegen Wohnungslosigkeit"
3331,144,2,12,71156,551899.07,"Kleine Neu-, Um- und Erweiterungsbauten",Deutscher Bundestag,021271156,Deutscher Bundestag einszwei siebeneinseinsfünfsechs ,"Deutscher Bundestag einszwei siebeneinseinsfünfsechs  Kleine Neu-, Um- und Erweiterungsbauten"
3333,4646,20,11,63257,551526.24,Erstattungen des Bundes für Versorgungslasten,Bundesrechnungshof,201163257,Bundesrechnungshof einseins sechsdreizweifünfsieben ,Bundesrechnungshof einseins sechsdreizweifünfsieben  Erstattungen des Bundes für Versorgungslasten
3334,3921,15,4,68603,548890.0,Verbesserung der Arzneimitteltherapiesicherheit,Bundesministerium für Gesundheit,150468603,Bundesministerium für Gesundheit nullvier sechsachtsechsnulldrei ,Bundesministerium für Gesundheit nullvier sechsachtsechsnulldrei  Verbesserung der Arzneimitteltherapiesicherheit
3336,2804,11,14,51101,546282.66,"Geschäftsbedarf und Kommunikation sowie Geräte, Ausstattungs- und Ausrüstungsgegenstände, sonstige Gebrauchsgegenstände, Software, Wartung",Bundesministerium für Arbeit und Soziales,111451101,Bundesministerium für Arbeit und Soziales einsvier fünfeinseinsnulleins ,"Bundesministerium für Arbeit und Soziales einsvier fünfeinseinsnulleins  Geschäftsbedarf und Kommunikation sowie Geräte, Ausstattungs- und Ausrüstungsgegenstände, sonstige Gebrauchsgegenstände, Software, Wartung"
3338,3410,12,19,51801,544577.66,Mieten und Pachten,Bundesministerium für Digitales und Verkehr,121951801,Bundesministerium für Digitales und Verkehr einsneun fünfeinsachtnulleins ,Bundesministerium für Digitales und Verkehr einsneun fünfeinsachtnulleins  Mieten und Pachten
3339,4921,25,12,98103,543390.21,Verrechnungsausgaben gemäß § 61 BHO außerhalb der Tit. 981 .1 und 981 .7,"Bundesministerium für Wohnen, Stadtentwicklung und Bauwesen",251298103,"Bundesministerium für Wohnen, Stadtentwicklung und Bauwesen einszwei neunachteinsnulldrei ","Bundesministerium für Wohnen, Stadtentwicklung und Bauwesen einszwei neunachteinsnulldrei  Verrechnungsausgaben gemäß § 61 BHO außerhalb der Tit. 981 .1 und 981 .7"
3340,3625,14,3,53471,543374.61,Überführung und Bestattung verstorbener Soldatinnen und Soldaten,Bundesministerium der Verteidigung,140353471,Bundesministerium der Verteidigung nulldrei fünfdreiviersiebeneins ,Bundesministerium der Verteidigung nulldrei fünfdreiviersiebeneins  Überführung und Bestattung verstorbener Soldatinnen und Soldaten
3341,4552,17,13,52501,542433.53,Aus- und Fortbildung,"Bundesministerium für Familie, Senioren, Frauen und Jugend",171352501,"Bundesministerium für Familie, Senioren, Frauen und Jugend einsdrei fünfzweifünfnulleins ","Bundesministerium für Familie, Senioren, Frauen und Jugend einsdrei fünfzweifünfnulleins  Aus- und Fortbildung"
3342,215,3,12,81202,542137.98,"Erwerb von Anlagen, Geräten, Ausstattungs- und Ausrüstungsgegenständen sowie Software im Bereich Informationstechnik",Bundesrat,031281202,Bundesrat einszwei achteinszweinullzwei ,"Bundesrat einszwei achteinszweinullzwei  Erwerb von Anlagen, Geräten, Ausstattungs- und Ausrüstungsgegenständen sowie Software im Bereich Informationstechnik"
3343,3954,15,11,52601,541397.28,Gerichts- und ähnliche Kosten,Bundesministerium für Gesundheit,151152601,Bundesministerium für Gesundheit einseins fünfzweisechsnulleins ,Bundesministerium für Gesundheit einseins fünfzweisechsnulleins  Gerichts- und ähnliche Kosten
3344,4721,22,12,98103,541224.22,Verrechnungsausgaben gemäß § 61 BHO außerhalb der Tit. 981 .1 und 981 .7,Unabhängiger Kontrollrat,221298103,Unabhängiger Kontrollrat einszwei neunachteinsnulldrei ,Unabhängiger Kontrollrat einszwei neunachteinsnulldrei  Verrechnungsausgaben gemäß § 61 BHO außerhalb der Tit. 981 .1 und 981 .7
3345,3510,12,21,53929,540650.52,Vermischte Verwaltungsausgaben,Bundesministerium für Digitales und Verkehr,122153929,Bundesministerium für Digitales und Verkehr zweieins fünfdreineunzweineun ,Bundesministerium für Digitales und Verkehr zweieins fünfdreineunzweineun  Vermischte Verwaltungsausgaben
3346,2311,10,6,68602,540000.0,Zuschüsse zur Ansiedlung internationaler Organisationen in Deutschland,Bundesministerium für Ernährung und Landwirtschaft,100668602,Bundesministerium für Ernährung und Landwirtschaft nullsechs sechsachtsechsnullzwei ,Bundesministerium für Ernährung und Landwirtschaft nullsechs sechsachtsechsnullzwei  Zuschüsse zur Ansiedlung internationaler Organisationen in Deutschland
3347,1109,6,22,52501,538676.46,Aus- und Fortbildung,Bundesministerium des Innern und für Heimat,062252501,Bundesministerium des Innern und für Heimat zweizwei fünfzweifünfnulleins ,Bundesministerium des Innern und für Heimat zweizwei fünfzweifünfnulleins  Aus- und Fortbildung
3348,1535,7,15,81202,538145.65,"Erwerb von Anlagen, Geräten, Ausstattungs- und Ausrüstungsgegenständen sowie Software im Bereich Informationstechnik",Bundesministerium der Justiz,071581202,Bundesministerium der Justiz einsfünf achteinszweinullzwei ,"Bundesministerium der Justiz einsfünf achteinszweinullzwei  Erwerb von Anlagen, Geräten, Ausstattungs- und Ausrüstungsgegenständen sowie Software im Bereich Informationstechnik"
3349,5118,30,12,42101,537972.24,Bezüge der Bundesministerin und der Parlamentarischen Staatssekretäre,Bundesministerium für Bildung und Forschung,301242101,Bundesministerium für Bildung und Forschung einszwei vierzweieinsnulleins ,Bundesministerium für Bildung und Forschung einszwei vierzweieinsnulleins  Bezüge der Bundesministerin und der Parlamentarischen Staatssekretäre
3350,1511,7,14,52701,537874.25,Dienstreisen,Bundesministerium der Justiz,071452701,Bundesministerium der Justiz einsvier fünfzweisiebennulleins ,Bundesministerium der Justiz einsvier fünfzweisiebennulleins  Dienstreisen
3351,3965,15,12,42101,537676.08,"Bezüge des Bundesministers, der Parlamentarischen Staatssekretärin und des Parlamentarischen Staatssekretärs",Bundesministerium für Gesundheit,151242101,Bundesministerium für Gesundheit einszwei vierzweieinsnulleins ,"Bundesministerium für Gesundheit einszwei vierzweieinsnulleins  Bezüge des Bundesministers, der Parlamentarischen Staatssekretärin und des Parlamentarischen Staatssekretärs"
3352,3983,15,12,42719,536852.96,"Entgelte für Arbeitskräfte mit befristeten Verträgen, sonstige Beschäftigungsentgelte (auch für Auszubildende) sowie Aufwendungen für nebenberuflich und nebenamtlich Tätige",Bundesministerium für Gesundheit,151242719,Bundesministerium für Gesundheit einszwei vierzweisiebeneinsneun ,"Bundesministerium für Gesundheit einszwei vierzweisiebeneinsneun  Entgelte für Arbeitskräfte mit befristeten Verträgen, sonstige Beschäftigungsentgelte (auch für Auszubildende) sowie Aufwendungen für nebenberuflich und nebenamtlich Tätige"
3354,729,5,13,53201,535750.92,Aufträge und Dienstleistungen im Bereich Informationstechnik,Auswärtiges Amt,051353201,Auswärtiges Amt einsdrei fünfdreizweinulleins ,Auswärtiges Amt einsdrei fünfdreizweinulleins  Aufträge und Dienstleistungen im Bereich Informationstechnik
