,id,Zweckbestimmung,Ist 2012,Ist 2013,Ist 2014,Ist 2015,Ist 2016,Ist 2017,Ist 2018,Ist 2019,Ist 2020,Ist 2021,Ist 2022,Ist 2023
479,518011013,Mieten und Pachten,81276.66,1341654.01,1888820.06,1346275.66,1262469.78,2260718.74,1701415.33,1341951.18,1924055.8,1740153.88,1682956.33,1584876.72
105,547210616,Nicht aufteilbare sächliche Verwaltungsausgaben,1068966.44,1398882.38,1312163.68,1254089.27,1066457.33,1611096.47,1340702.01,1682432.35,1416710.86,1320498.77,1573019.06,1579440.66
134,812010623,"Erwerb von Geräten, Ausstattungs- und Ausrüstungsgegenständen für Verwaltungszwecke",7733571.52,5735454.89,1259428.54,174525.86,82938.68,605523.82,1064841.51,784003.17,243869.55,456739.47,458529.28,1541998.43
48,422020612,Bezüge und Nebenleistungen der beamteten Hilfskräfte,96845.23,38884.95,1181518.85,869637.04,1494555.68,1139532.09,1135422.31,1597632.9,2869291.91,1761765.64,1722568.44,1519522.1
700,684111502,Modellmaßnahmen zur Verbesserung der Versorgung Pflegebedürftiger,447979.62,623505.73,660762.52,2136039.29,3364457.31,2829956.43,2555795.64,3096726.17,1544948.17,2587067.51,1861336.32,1508105.57
272,346010902,Einnahmen aus Zuschüssen des Europäischen Fonds für regionale Entwicklung,209693176.85,108741088.99,145214883.8,108481742.0,57649479.81,6656885.88,7123512.5,19530772.85,55966520.46,36661825.56,16258349.53,1506652.47
281,882030902,Zuweisungen an die Länder für betriebliche Investitionen und wirtschaftsnahe Infrastrukturmaßnahmen aus Zuschüssen des Europäischen Fonds für regionale Entwicklung,209693176.85,108741088.99,145214883.8,108481742.0,57649479.81,6656885.88,7123512.5,19530772.85,55966520.46,36661825.56,16258349.53,1506652.39
852,119996003,Vermischte Einnahmen,1249933.04,1202872.77,1028283.78,626369.71,1121630.6,963951.11,945875.76,1218634.74,1451071.47,726072.82,1231860.95,1502947.36
338,511010914,"Geschäftsbedarf und Kommunikation sowie Geräte, Ausstattungs- und Ausrüstungsgegenstände, sonstige Gebrauchsgegenstände",737282.08,1691424.98,1447416.39,2345472.22,1478960.23,1315212.35,1536102.41,1266385.67,1162991.39,1258086.65,1533257.62,1496578.37
389,546710915,Untersuchung alternativer Wirtsgesteine für radioaktive Abfälle,117468.77,47814.7,155085.11,679810.82,657199.11,1259504.31,1096655.83,1172594.7,1077007.94,899690.75,1480055.03,1489878.36
82,527010615,Dienstreisen,1316992.42,1411409.32,1421460.04,1713604.83,1582179.88,2173227.86,2101365.8,2665299.97,1084179.87,240594.57,798863.68,1464078.99
554,511011016,"Geschäftsbedarf und Kommunikation sowie Geräte, Ausstattungs- und Ausrüstungsgegenstände, sonstige Gebrauchsgegenstände",1260333.22,1333382.3,1120788.95,1153364.08,1323708.0,1241679.53,1269548.68,1376053.31,1404583.22,1743026.7,1718040.39,1459922.66
62,812010612,"Erwerb von Geräten, Ausstattungs- und Ausrüstungsgegenständen für Verwaltungszwecke",751567.66,882932.57,881516.09,4358805.0,816453.02,495407.15,652400.48,1221857.21,352811.62,595953.11,725704.22,1448762.54
855,632026003,Zahlungen nach dem Beruflichen Rehabilitierungsgesetz,1709472.48,1783064.18,1641443.25,1942594.43,1973450.98,1686887.81,1570631.57,1538407.62,1287372.96,1784034.74,1622640.33,1444403.13
840,531036002,Pauschale Abgeltung von Ansprüchen nach dem Urheberrechtsgesetz,1831375.21,2154335.19,1909993.81,1906874.66,1901769.22,1897796.01,1779742.72,1725190.83,1664442.84,1656043.68,1568844.5,1439212.56
543,427291015,"Entgelte für Arbeitskräfte mit befristeten Verträgen, sonstige Beschäftigungsentgelte (auch für Auszubildende) sowie Aufwendungen für nebenberuflich und nebenamtlich Tätige",868661.89,768322.8,790600.11,730133.08,542475.3,518498.48,507049.91,536882.9,751630.44,666382.84,847779.65,1425834.19
113,422010618,Bezüge und Nebenleistungen der planmäßigen Beamtinnen und Beamten,808029.7,862587.57,901881.45,873390.55,1042156.51,1037056.98,1119720.52,1231092.62,1294542.39,1329860.95,1350542.56,1424851.87
230,518010633,Mieten und Pachten,153548.51,412723.58,215639.47,919477.41,2708503.21,1790815.04,1228123.51,1054352.12,933070.77,1273873.39,956192.78,1424403.27
897,439446067,Sonstige Versorgungsleistungen an Angehörige des aufgelösten MfS/AfNS,1503665.93,1531384.87,1470076.57,1460000.0,1460000.0,1455000.0,1442332.48,1488024.65,1440000.0,1412976.88,1417909.58,1421819.91
419,517010917,"Bewirtschaftung der Grundstücke, Gebäude und Räume",778592.73,579070.88,1059107.41,943515.78,902621.83,886089.91,976533.53,873682.1,1000296.98,959284.12,852253.47,1413312.01
283,541010903,Erstellung der Energiebilanzen sowie Bereitstellung sonstiger Daten für die Emissionsberichterstattung für die Bundesrepublik Deutschland,904225.72,957061.0,808506.5,903990.56,1253167.0,1143305.21,1367358.57,1004432.17,989134.21,1116260.15,815904.05,1406955.83
20,687260504,Zuschuss an das Sekretariat der Ständigen Konferenz der Kultusminister der Länder für den Pädagogischen Austauschdienst - Beratungsstelle für Gruppenreisen ausländischer Schülerinnen und Schüler,1099000.0,1081843.4,1134000.0,1140000.0,1176000.0,1232000.0,1226000.0,1255220.0,1300000.0,1473800.0,1431350.0,1405000.0
226,453010633,"Trennungsgeld, Fahrtkostenzuschüsse sowie Umzugskostenvergütungen",899235.25,1103923.51,1400669.69,4071422.04,22251233.61,5336709.17,2850586.71,2259869.31,1478181.15,1114449.15,1328468.47,1399769.02
371,511310915,"Geschäftsbedarf und Kommunikation sowie Geräte, Ausstattungs- und Ausrüstungsgegenstände, sonstige Gebrauchsgegenstände",610581.94,807117.52,781913.99,849235.99,744987.5,893772.43,807385.17,865490.5,1153322.84,1630509.78,1794443.71,1398288.26
590,182011210,Tilgung von Darlehen zur Ersatzbetriebsraumbeschaffung (Bundesfernstraßen),40422.16,37461.16,75174.12,7325.05,2508838.68,2508838.68,2491179.17,2491089.15,3676407.14,2050791.0,1798578.07,1380550.74
640,527011221,Dienstreisen,1082631.58,1073907.79,1092042.4,1104279.26,633708.85,865922.72,803977.32,683636.16,55323.64,397042.02,554188.68,1354533.88
843,636036002,Erstattung der Zinsbeträge aus der Übertragung von Versorgungsanwartschaften der Bediensteten der Europäischen Zentralbank und der Europäischen Investitionsbank,5684040.04,2014029.91,994739.39,539939.21,840923.29,559421.93,607053.91,226487.57,1251835.69,661830.97,1108202.4,1351476.65
428,112010918,"Geldstrafen, Geldbußen und Gerichtskosten",806268.36,670454.02,840120.24,1189640.94,772542.21,1039574.48,1014785.26,1050575.71,1740775.65,1036354.85,1186705.51,1349842.46
532,511011015,"Geschäftsbedarf und Kommunikation sowie Geräte, Ausstattungs- und Ausrüstungsgegenstände, sonstige Gebrauchsgegenstände",1050036.12,1020982.85,1084585.92,1251077.59,1262031.62,1222289.26,1219827.67,1442353.77,1417440.23,1487367.6,1263665.78,1346140.4
4,681010101,"Übernahme von Patenschaften, Ausgaben aus besonderer Veranlassung und besondere Bewilligungen.",1347209.82,1347743.2,1346942.49,1347399.23,1347980.46,1350390.99,1347990.98,1347996.2,1191600.82,1159120.94,1231511.79,1341480.99
452,711010918,"Kleine Neu-, Um- und Erweiterungsbauten",785053.54,107632.05,482395.12,7202.76,55436.45,361276.2,533445.57,83486.37,304986.6,2547271.76,2129849.05,1327726.09
84,711010615,"Kleine Neu-, Um- und Erweiterungsbauten",204744.08,395056.02,367657.66,101291.13,170191.73,3160758.93,25590.12,687746.57,175788.41,699099.93,763946.3,1323803.96
345,527010914,Dienstreisen,1368357.57,1504176.77,1379280.13,1353355.64,1358808.36,1569967.65,1285408.62,1426024.03,283439.58,275128.12,877086.27,1316219.34
566,812011016,"Erwerb von Geräten, Ausstattungs- und Ausrüstungsgegenständen für Verwaltungs-, Forschungs- und Versuchszwecke",1120649.54,637206.17,754179.88,796096.14,1383883.9,1185089.14,795972.28,1139137.76,685944.09,1664183.55,889732.74,1287344.2
708,119991601,Vermischte Einnahmen,1391.89,2902.96,2722637.23,1375131.98,1969619.95,1519481.79,1392314.06,1439509.89,1039343.13,3120416.34,1899264.41,1281200.84
578,119991202,Vermischte Einnahmen,777407.74,2197145.88,2078762.82,843045.54,8356326.66,3882062.31,2659609.87,5663422.52,2644137.9,3584557.38,7223106.87,1245373.13
314,518010913,Mieten und Pachten,117234.94,364170.98,283791.02,370471.18,632734.96,687781.52,630213.45,813139.73,1003645.57,972866.25,1004483.46,1242540.83
383,427790915,"Entgelte für Arbeitskräfte mit befristeten Verträgen, sonstige Beschäftigungsentgelte (auch für Auszubildende) sowie Aufwendungen für nebenberuflich und nebenamtlich Tätige",560453.32,510459.14,774465.4,1348885.57,1360192.3,1313774.01,1305257.89,1040492.01,971561.45,1613203.87,1794973.5,1226943.11
888,632316067,Beteiligung an den Versorgungslasten der Länder sowie Zuschüsse und Zulagen an die Länder,5414475.99,6063369.49,5059207.4,4136320.53,5207911.44,3394067.0,1930170.58,2445671.02,1628444.4,1502342.47,933578.88,1220501.72
358,427090915,"Entgelte für Arbeitskräfte mit befristeten Verträgen, sonstige Beschäftigungsentgelte (auch für Auszubildende) sowie Aufwendungen für nebenberuflich und nebenamtlich Tätige",2576679.95,3362830.98,2599361.0,1872104.07,1762664.09,2070383.49,1763075.98,1461288.97,1426501.07,1283692.75,1232813.46,1216119.6
835,172036002,Tilgung von Darlehen aus der Bundeshilfe für das Land Berlin,5126819.41,5281777.55,5441419.26,5605886.15,5775324.06,5949883.22,5194437.17,4294287.23,3236811.06,2591881.64,1947192.85,1211175.08
109,428010617,Entgelte der Arbeitnehmerinnen und Arbeitnehmer,481417.77,651582.55,715006.06,853418.37,679675.89,746093.65,719964.2,880413.15,745651.17,729534.43,994611.74,1207134.27
331,132010914,Erlöse aus der Veräußerung von beweglichen Sachen,778385.45,948281.74,959885.59,1347673.02,1121387.14,1178647.51,1433755.01,1156333.88,1153506.55,1083473.54,953247.23,1203413.24
378,428610915,Entgelte der Arbeitnehmerinnen und Arbeitnehmer,94884.58,93847.79,152912.08,260764.11,382134.67,474813.0,525168.98,837965.54,949558.03,1077881.31,1318808.55,1199188.05
24,711310504,"Kleine Neu-, Um- und Erweiterungsbauten",5040637.19,2386615.41,9093111.14,15336440.54,7436952.31,6652355.02,7897144.08,7444197.99,4741269.64,3298957.12,4408634.37,1197801.82
267,539990812,Vermischte Verwaltungsausgaben,198327.61,1294275.06,965740.16,951518.25,889575.49,1055052.44,928869.34,1034204.1,1067604.8,752100.9,1565002.89,1180636.63
702,119991505,Vermischte Einnahmen,221887.29,223965.03,190467.81,212016.29,45654.33,45628.83,136587.27,156829.32,178223.51,799052.77,754730.95,1173861.8
374,428510915,Entgelte der Arbeitnehmerinnen und Arbeitnehmer,1046812.58,662556.14,863778.91,809609.21,1338065.69,1574020.97,1142432.57,856259.14,976480.12,850022.39,1016829.66,1139124.41
631,427091221,"Entgelte für Arbeitskräfte mit befristeten Verträgen, sonstige Beschäftigungsentgelte (auch für Auszubildende) sowie Aufwendungen für nebenberuflich und nebenamtlich Tätige",1503507.17,1726390.73,2209722.47,1948608.97,990256.35,856267.82,770405.22,725262.79,1345445.63,1257836.53,1242248.03,1137964.38
318,527010913,Dienstreisen,1011420.52,982070.29,898443.05,1119277.97,1126229.63,1279151.39,1079070.64,1351399.33,244217.06,156480.41,726716.02,1109453.97
615,511011214,"Geschäftsbedarf und Kommunikation sowie Geräte, Ausstattungs- und Ausrüstungsgegenstände, sonstige Gebrauchsgegenstände",2655675.61,2725102.9,2483617.72,2887947.42,912209.76,1088238.91,987357.39,1044962.03,1060215.43,903464.16,1061052.16,1102714.33
269,812010812,"Erwerb von Geräten, Ausstattungs- und Ausrüstungsgegenständen für Verwaltungszwecke",138655.14,491023.38,722998.55,370495.64,1109850.6,931376.19,572619.01,1290143.9,1610971.76,1491080.83,820270.58,1088644.53
0,232010101,Beteiligung der Länder an der Deutschen Künstlerhilfe und sonstige ihr zugedachte Einnahmen,1083796.31,1070786.13,1087406.18,1118912.46,1104678.27,1107331.98,1115186.71,1096875.0,1109800.0,1104400.0,1126700.0,1085500.0
51,453010612,"Trennungsgeld, Fahrtkostenzuschüsse sowie Umzugskostenvergütungen",836678.18,824103.87,567805.6,901619.23,1287578.08,1182737.84,814289.78,911594.45,883156.41,942828.55,1101318.24,1078938.37
440,459990918,Vermischte Personalausgaben,962694.49,804154.65,788814.74,1100328.86,1097320.04,986139.47,1056483.49,1181100.77,1199479.77,1054762.75,219810.16,1071543.08
3,529010101,Außergewöhnlicher Aufwand aus dienstlicher Veranlassung in besonderen Fällen,584973.18,493806.71,584087.1,758140.63,779847.86,732489.67,858168.28,900892.74,699736.59,804600.33,890598.36,1070598.98
366,527010915,Dienstreisen,872075.64,978114.88,866415.13,1052153.44,1047330.88,1014774.0,1073199.24,1133796.58,283667.03,352566.01,638130.32,1057666.51
321,688010913,"Abführung der Eigenmittel für das Europäische Metrologie-, Forschungs- und Entwicklungsprogramm",1022476.0,1022476.0,1019142.67,1019142.67,1019144.76,1081709.0,1054865.0,1054165.0,1054164.0,1054164.0,1054164.0,1054164.0
115,428010618,Entgelte der Arbeitnehmerinnen und Arbeitnehmer,784344.06,771027.18,800738.68,813182.9,779314.8,839308.36,875018.58,811465.84,752688.47,896354.09,1128206.31,1046654.97
92,427090616,"Entgelte für Arbeitskräfte mit befristeten Verträgen, sonstige Beschäftigungsentgelte (auch für Auszubildende) sowie Aufwendungen für nebenberuflich und nebenamtlich Tätige",535271.58,543783.48,747225.47,713396.06,803314.09,713862.1,732105.77,682972.53,609490.95,739516.5,1071524.18,1038151.62
426,428110917,Entgelte der Arbeitnehmerinnen und Arbeitnehmer,331616.4,370431.43,381236.91,408792.16,578037.22,648638.26,771232.67,835901.67,829285.16,781246.89,925492.31,1036846.98
877,446216067,Beihilfen aufgrund der Beihilfevorschriften,7097887.61,7684413.51,6568118.56,5698769.8,4649640.45,3922278.12,3823898.67,2796425.63,1990441.41,1608703.33,1228129.04,1030905.23
131,539990623,Vermischte Verwaltungsausgaben,68090.73,95965.72,265330.8,246641.95,270529.17,331211.67,508659.15,656380.63,919830.19,561448.47,517881.93,1023484.24
539,539991015,Vermischte Verwaltungsausgaben,54070.03,283160.21,190635.41,259723.36,232006.84,260116.15,300721.67,307983.19,254658.86,636136.7,1002705.21,1011887.07
243,517010635,"Bewirtschaftung der Grundstücke, Gebäude und Räume",365078.17,426400.08,486897.46,419945.8,383306.33,459806.08,466561.71,521413.34,500827.57,518295.19,493322.61,1011304.73
58,525010612,Aus- und Fortbildung,481229.43,437209.63,558945.41,537653.37,611956.22,522589.25,563891.51,820215.17,578768.25,419234.5,1007705.79,977332.3
737,894303002,BIBB - Investitionen,168636.4,860832.84,600215.16,653205.13,649979.81,1029832.27,502904.34,734868.51,1320750.08,1160913.98,1098465.21,968429.13
499,125011014,Einnahmen aus Versuchseinrichtungen,811245.36,1009269.89,971355.96,963399.23,729127.33,793430.37,787147.94,893988.3,658550.35,782437.23,1092562.05,967342.65
108,427090617,"Entgelte für Arbeitskräfte mit befristeten Verträgen, sonstige Beschäftigungsentgelte (auch für Auszubildende) sowie Aufwendungen für nebenberuflich und nebenamtlich Tätige",968812.86,1065737.86,805673.27,632844.55,944661.4,909455.43,1268634.59,1235466.05,1535018.79,1422505.77,1563267.84,965456.44
696,518011412,Mieten und Pachten,21537222.69,23536475.98,22963086.74,25388644.2,626451.47,657331.93,677852.11,706294.7,472217.86,1805227.66,1117490.61,963024.22
624,427191214,"Entgelte für Arbeitskräfte mit befristeten Verträgen, sonstige Beschäftigungsentgelte (auch für Auszubildende) sowie Aufwendungen für nebenberuflich und nebenamtlich Tätige",965183.18,1534130.07,1509265.71,1385314.08,1419045.3,1209863.89,1419092.04,1546599.66,1556839.74,1219849.19,974890.98,951746.32
501,261011014,Erstattung von Verwaltungsausgaben,1360714.31,972865.09,856187.32,540002.02,771300.39,516498.22,751358.08,715008.45,828555.38,834536.87,1466808.75,944710.7
242,511010635,"Geschäftsbedarf und Kommunikation sowie Geräte, Ausstattungs- und Ausrüstungsgegenstände, sonstige Gebrauchsgegenstände",188397.31,192458.06,442729.58,454041.59,425476.77,501412.75,746965.15,704340.19,745783.17,732273.32,783567.47,939860.09
235,539990633,Vermischte Verwaltungsausgaben,82827.75,139889.15,99278.62,343974.17,841657.99,869760.97,425092.72,951066.3,833584.55,685665.89,715273.54,933339.93
561,527011016,Dienstreisen,782044.28,689346.78,678418.6,640712.16,659130.15,742821.09,688146.73,807801.27,294341.2,164031.8,667966.3,930760.86
188,539090628,Vermischte Verwaltungsausgaben,49685.13,774664.95,1133140.55,806722.75,622142.92,875115.77,902536.74,427116.66,776028.42,2012021.94,2863014.84,930332.31
268,711010812,"Kleine Neu-, Um- und Erweiterungsbauten",18009.43,409617.93,5626.08,9516.37,1721224.41,144506.15,206187.69,369930.72,226083.09,428826.98,1708473.86,920066.67
753,894303003,DFG - Investitionen,126000.0,132000.0,81000.0,340000.0,1865000.0,783000.0,1300000.0,734000.0,800000.0,901000.0,904000.0,907000.0
644,428111221,Entgelte der Arbeitnehmerinnen und Arbeitnehmer,156538.43,145057.32,289339.63,317502.45,1978538.03,1778596.05,1531757.93,1497723.01,1236522.96,1113991.71,1018649.02,896848.12
319,539990913,Vermischte Verwaltungsausgaben,403680.05,352874.76,415212.53,460986.41,673866.3,894932.58,278759.44,654000.09,1328200.59,1012526.99,891929.48,888000.29
703,526021511,Sachverständige,59220.32,124758.75,66662.29,53234.26,852502.41,1031642.05,653918.04,1502393.72,445342.87,297640.51,377251.2,881540.75
549,261011016,Erstattung von Verwaltungsausgaben,361146.7,367113.3,351828.01,588363.38,441047.3,432945.03,518260.84,807917.53,785950.45,766748.59,982216.29,873659.73
447,525010918,Aus- und Fortbildung,732987.69,1056002.44,1011808.29,1411520.2,1307808.02,1440357.54,1010205.63,1134372.27,478668.38,461120.11,431047.4,862448.08
487,711011013,"Kleine Neu-, Um- und Erweiterungsbauten",3739960.93,1217050.21,1402632.61,859111.81,1398862.61,1261139.09,653965.44,1034622.98,1775460.22,954238.55,190287.82,860113.48
589,119991210,Vermischte Einnahmen,3690137.73,4937669.37,6361867.11,7467946.07,1759838.48,944385.26,1369954.66,824693.0,1004489.14,3407732.27,1844048.93,854489.32
641,811011221,Erwerb von Fahrzeugen,437093.21,324398.02,130670.27,270228.13,754062.01,551672.44,454198.86,892458.3,580573.77,419954.45,442801.78,844650.84
192,119990629,Vermischte Einnahmen,176262.89,6892609.09,1847826.82,259800.89,2465249.77,1360027.9,1375410.89,1067174.58,297472.39,517693.13,232221.95,837811.6
295,531020910,Kosten der Internationalen Zusammenarbeit auf dem Gebiet der Wirtschafts- und Technologiepolitik einschließlich der Wirtschaftskommissionen und Kooperationsräte,614348.63,833178.8,958821.62,2189314.92,1009070.77,7082370.21,6231959.33,5966693.35,3516862.95,1284975.26,2429277.06,832845.9
25,739310504,"Große Neu-, Um- und Erweiterungsbauten",11484070.38,14327393.1,28453776.98,17989345.88,5910581.03,7845131.22,7559877.38,3136045.1,637777.09,536477.8,367210.64,804474.1
759,894603003,Sonstige institutionell geförderte Einrichtungen im Bereich Bildung und Forschung - Investitionen,590450.0,297167.0,248000.0,383381.24,407120.0,1416500.0,952000.0,1468600.0,470100.0,409100.0,536100.0,799500.0
